IDS_PROPQUEST_INC_000000	Event
IDS_PROPQUEST_INC_004774	
IDS_PROPQUEST_INC_004775	Conqueror's Token(Guardian) (Two-Handeded Axe)
IDS_PROPQUEST_INC_004776	Hey du, willst du eine mächtige Waffe?
IDS_PROPQUEST_INC_004777	Wenn du mir deine Tapferkeit im Kampf gegen Boss Monster beweist, werde ich dir eine mächtige Waffe herstellen.
IDS_PROPQUEST_INC_004778	Sammel 500 Conqueror's Token(Guardian)
IDS_PROPQUEST_INC_004779	Manchmal muss man sein bestes geben, um zu bekommen, was man will.
IDS_PROPQUEST_INC_004780	Super gemacht! Hier ist die Waffe, die ich dir versprochen habe.
IDS_PROPQUEST_INC_004781	Geduld ist eine Tugend, doch manchmal wünscht man sich, etwas würde schneller gehen.
IDS_PROPQUEST_INC_004782	Sammel 500 Conqueror's Token(Guardian)
IDS_PROPQUEST_INC_004783	
IDS_PROPQUEST_INC_004784	Conqueror's Token(Historic) (Two-Handeded Axe)
IDS_PROPQUEST_INC_004785	Hey du, willst du eine mächtige Waffe?
IDS_PROPQUEST_INC_004786	Wenn du mir deine Tapferkeit im Kampf gegen Boss Monster beweist, werde ich dir eine mächtige Waffe herstellen.
IDS_PROPQUEST_INC_004787	Sammel 500 Conqueror's Token(Historic)
IDS_PROPQUEST_INC_004788	Manchmal muss man sein bestes geben, um zu bekommen, was man will.
IDS_PROPQUEST_INC_004789	Super gemacht! Hier ist die Waffe, die ich dir versprochen habe.
IDS_PROPQUEST_INC_004790	Geduld ist eine Tugend, doch manchmal wünscht man sich, etwas würde schneller gehen.
IDS_PROPQUEST_INC_004791	Sammel 500 Conqueror's Token(Historic)
IDS_PROPQUEST_INC_004792	
IDS_PROPQUEST_INC_004793	Conqueror's Token(Angels) (Two-Handeded Axe)
IDS_PROPQUEST_INC_004794	Hey du, willst du eine mächtige Waffe?
IDS_PROPQUEST_INC_004795	Wenn du mir deine Tapferkeit im Kampf gegen Boss Monster beweist, werde ich dir eine mächtige Waffe herstellen.
IDS_PROPQUEST_INC_004796	Sammel 500 Conqueror's Token(Angels)
IDS_PROPQUEST_INC_004797	Manchmal muss man sein bestes geben, um zu bekommen, was man will.
IDS_PROPQUEST_INC_004798	Super gemacht! Hier ist die Waffe, die ich dir versprochen habe.
IDS_PROPQUEST_INC_004799	Geduld ist eine Tugend, doch manchmal wünscht man sich, etwas würde schneller gehen.
IDS_PROPQUEST_INC_004800	Sammel 500 Conqueror's Token(Angels)
IDS_PROPQUEST_INC_004801	
IDS_PROPQUEST_INC_004802	Conqueror's Token(Legendary) (Two-Handeded Axe)
IDS_PROPQUEST_INC_004803	Hey du, willst du eine mächtige Waffe?
IDS_PROPQUEST_INC_004804	Wenn du mir deine Tapferkeit im Kampf gegen Boss Monster beweist, werde ich dir eine mächtige Waffe herstellen.
IDS_PROPQUEST_INC_004805	Sammel 500 Conqueror's Token(Legendary)
IDS_PROPQUEST_INC_004806	Manchmal muss man sein bestes geben, um zu bekommen, was man will.
IDS_PROPQUEST_INC_004807	Super gemacht! Hier ist die Waffe, die ich dir versprochen habe.
IDS_PROPQUEST_INC_004808	Geduld ist eine Tugend, doch manchmal wünscht man sich, etwas würde schneller gehen.
IDS_PROPQUEST_INC_004809	Sammel 500 Conqueror's Token(Legendary)
IDS_PROPQUEST_INC_004810	IDS_PROPQUEST_INC_004810
IDS_PROPQUEST_INC_004811	IDS_PROPQUEST_INC_004811
IDS_PROPQUEST_INC_004812	IDS_PROPQUEST_INC_004812
IDS_PROPQUEST_INC_004813	IDS_PROPQUEST_INC_004813
IDS_PROPQUEST_INC_004814	IDS_PROPQUEST_INC_004814
IDS_PROPQUEST_INC_004815	IDS_PROPQUEST_INC_004815
IDS_PROPQUEST_INC_004816	IDS_PROPQUEST_INC_004816
IDS_PROPQUEST_INC_004817	IDS_PROPQUEST_INC_004817
IDS_PROPQUEST_INC_004818	IDS_PROPQUEST_INC_004818
IDS_PROPQUEST_INC_004819	IDS_PROPQUEST_INC_004819
IDS_PROPQUEST_INC_004820	IDS_PROPQUEST_INC_004820
IDS_PROPQUEST_INC_004821	IDS_PROPQUEST_INC_004821
IDS_PROPQUEST_INC_004822	IDS_PROPQUEST_INC_004822
IDS_PROPQUEST_INC_004823	IDS_PROPQUEST_INC_004823
IDS_PROPQUEST_INC_004824	IDS_PROPQUEST_INC_004824
IDS_PROPQUEST_INC_004825	IDS_PROPQUEST_INC_004825
IDS_PROPQUEST_INC_004826	IDS_PROPQUEST_INC_004826
IDS_PROPQUEST_INC_004827	IDS_PROPQUEST_INC_004827
IDS_PROPQUEST_INC_004828	IDS_PROPQUEST_INC_004828
IDS_PROPQUEST_INC_004829	IDS_PROPQUEST_INC_004829
IDS_PROPQUEST_INC_004830	IDS_PROPQUEST_INC_004830
IDS_PROPQUEST_INC_004831	IDS_PROPQUEST_INC_004831
IDS_PROPQUEST_INC_004832	IDS_PROPQUEST_INC_004832
IDS_PROPQUEST_INC_004833	IDS_PROPQUEST_INC_004833
IDS_PROPQUEST_INC_004834	IDS_PROPQUEST_INC_004834
IDS_PROPQUEST_INC_004835	IDS_PROPQUEST_INC_004835
IDS_PROPQUEST_INC_004836	IDS_PROPQUEST_INC_004836
IDS_PROPQUEST_INC_004837	IDS_PROPQUEST_INC_004837
IDS_PROPQUEST_INC_004838	IDS_PROPQUEST_INC_004838
IDS_PROPQUEST_INC_004839	IDS_PROPQUEST_INC_004839
IDS_PROPQUEST_INC_004840	IDS_PROPQUEST_INC_004840
IDS_PROPQUEST_INC_004841	IDS_PROPQUEST_INC_004841
IDS_PROPQUEST_INC_004842	IDS_PROPQUEST_INC_004842
IDS_PROPQUEST_INC_004843	IDS_PROPQUEST_INC_004843
IDS_PROPQUEST_INC_004844	IDS_PROPQUEST_INC_004844
IDS_PROPQUEST_INC_004845	IDS_PROPQUEST_INC_004845
IDS_PROPQUEST_INC_004846	IDS_PROPQUEST_INC_004846
IDS_PROPQUEST_INC_004847	IDS_PROPQUEST_INC_004847
IDS_PROPQUEST_INC_004848	IDS_PROPQUEST_INC_004848
IDS_PROPQUEST_INC_004849	IDS_PROPQUEST_INC_004849
IDS_PROPQUEST_INC_004850	IDS_PROPQUEST_INC_004850
IDS_PROPQUEST_INC_004851	IDS_PROPQUEST_INC_004851
IDS_PROPQUEST_INC_004852	IDS_PROPQUEST_INC_004852
IDS_PROPQUEST_INC_004853	IDS_PROPQUEST_INC_004853
IDS_PROPQUEST_INC_004854	IDS_PROPQUEST_INC_004854
IDS_PROPQUEST_INC_004855	IDS_PROPQUEST_INC_004855
IDS_PROPQUEST_INC_004856	IDS_PROPQUEST_INC_004856
IDS_PROPQUEST_INC_004857	IDS_PROPQUEST_INC_004857
IDS_PROPQUEST_INC_004858	IDS_PROPQUEST_INC_004858
IDS_PROPQUEST_INC_004859	IDS_PROPQUEST_INC_004859
IDS_PROPQUEST_INC_004860	IDS_PROPQUEST_INC_004860
IDS_PROPQUEST_INC_004861	IDS_PROPQUEST_INC_004861
IDS_PROPQUEST_INC_004862	IDS_PROPQUEST_INC_004862
IDS_PROPQUEST_INC_004863	IDS_PROPQUEST_INC_004863
IDS_PROPQUEST_INC_004864	IDS_PROPQUEST_INC_004864
IDS_PROPQUEST_INC_004865	IDS_PROPQUEST_INC_004865
IDS_PROPQUEST_INC_004866	IDS_PROPQUEST_INC_004866
IDS_PROPQUEST_INC_004867	IDS_PROPQUEST_INC_004867
IDS_PROPQUEST_INC_004868	IDS_PROPQUEST_INC_004868
IDS_PROPQUEST_INC_004869	IDS_PROPQUEST_INC_004869
IDS_PROPQUEST_INC_004870	IDS_PROPQUEST_INC_004870
IDS_PROPQUEST_INC_004871	IDS_PROPQUEST_INC_004871
IDS_PROPQUEST_INC_004872	IDS_PROPQUEST_INC_004872
IDS_PROPQUEST_INC_004873	IDS_PROPQUEST_INC_004873
IDS_PROPQUEST_INC_004874	IDS_PROPQUEST_INC_004874
IDS_PROPQUEST_INC_004875	IDS_PROPQUEST_INC_004875
IDS_PROPQUEST_INC_004876	IDS_PROPQUEST_INC_004876
IDS_PROPQUEST_INC_004877	IDS_PROPQUEST_INC_004877
IDS_PROPQUEST_INC_004878	IDS_PROPQUEST_INC_004878
IDS_PROPQUEST_INC_004879	IDS_PROPQUEST_INC_004879
IDS_PROPQUEST_INC_004880	IDS_PROPQUEST_INC_004880
IDS_PROPQUEST_INC_004881	IDS_PROPQUEST_INC_004881
IDS_PROPQUEST_INC_004882	IDS_PROPQUEST_INC_004882
IDS_PROPQUEST_INC_004883	Töte Bad joint Giant Kern (Wiederholbar)
IDS_PROPQUEST_INC_004884	Wirst du mir deine Tapferkeit beweisen?
IDS_PROPQUEST_INC_004885	Wenn du eine Herausforderung suchst, so töte Bad joint Giant Kern.
IDS_PROPQUEST_INC_004886	Tja, du bist wohl doch nicht so mutig, wie ich dachte.
IDS_PROPQUEST_INC_004887	Du hast das Monster getötet! Nimm dieses Zeichen als Beweis deiner Tapferkeit.
IDS_PROPQUEST_INC_004888	Bad joint Giant Kern erscheint in der letzten Runde.
IDS_PROPQUEST_INC_004889	Töte Bad joint Giant Kern in der letzten Runde des Low-Level Coliseums.
IDS_PROPQUEST_INC_004890	
IDS_PROPQUEST_INC_004891	Töte Soldier Giant Kern (Wiederholbar)
IDS_PROPQUEST_INC_004892	Wirst du mir deine Tapferkeit beweisen?
IDS_PROPQUEST_INC_004893	Wenn du eine Herausforderung suchst, so töte Soldier Giant Kern. Das Monster ist nicht so leicht zu besiegen wie Bad joint Giant Kern. 
IDS_PROPQUEST_INC_004894	Tja, du bist wohl doch nicht so mutig, wie ich dachte.
IDS_PROPQUEST_INC_004895	Du hast das Monster getötet! Nimm dieses Zeichen als Beweis deiner Tapferkeit.
IDS_PROPQUEST_INC_004896	Soldier Giant Kern erscheint in der letzten Runde.
IDS_PROPQUEST_INC_004897	Töte Soldier Giant Kern in der letzten Runde des Low-Level Coliseums.
IDS_PROPQUEST_INC_004898	
IDS_PROPQUEST_INC_004899	Töte Love sick Lucifer (Wiederholbar)
IDS_PROPQUEST_INC_004900	Wirst du mir deine Tapferkeit beweisen?
IDS_PROPQUEST_INC_004901	Wenn du eine Herausforderung suchst, so töte Love sick Lucifer.
IDS_PROPQUEST_INC_004902	Tja, du bist wohl doch nicht so mutig, wie ich dachte.
IDS_PROPQUEST_INC_004903	Du hast das Monster getötet! Nimm dieses Zeichen als Beweis deiner Tapferkeit.
IDS_PROPQUEST_INC_004904	False Love sick Lucifer erscheint in der dritten Runde.
IDS_PROPQUEST_INC_004905	Töte Love sick Lucifer in der dritten Runde des High-Level Coliseums.
IDS_PROPQUEST_INC_004906	
IDS_PROPQUEST_INC_004907	Töte Elite Lucifer (Wiederholbar)
IDS_PROPQUEST_INC_004908	Wirst du mir deine Tapferkeit beweisen?
IDS_PROPQUEST_INC_004909	Wenn du eine Herausforderung suchst, so töte Elite Lucifer. Das Monster ist nicht so leicht zu besiegen wie Love sick Lucifer.
IDS_PROPQUEST_INC_004910	Tja, du bist wohl doch nicht so mutig, wie ich dachte.
IDS_PROPQUEST_INC_004911	Du hast das Monster getötet! Nimm dieses Zeichen als Beweis deiner Tapferkeit.
IDS_PROPQUEST_INC_004912	Elite Lucifer erscheint in der dritten Runde.
IDS_PROPQUEST_INC_004913	Töte Elite Lucifer in der dritten Runde des High-Level Coliseums.
IDS_PROPQUEST_INC_004914	
IDS_PROPQUEST_INC_004915	Töte Furs on fire Murano (Wiederholbar)
IDS_PROPQUEST_INC_004916	Wirst du mir deine Tapferkeit beweisen?
IDS_PROPQUEST_INC_004917	Wenn du eine Herausforderung suchst, so töte Furs on fire Murano.
IDS_PROPQUEST_INC_004918	Tja, du bist wohl doch nicht so mutig, wie ich dachte.
IDS_PROPQUEST_INC_004919	Du hast das Monster getötet! Nimm dieses Zeichen als Beweis deiner Tapferkeit.
IDS_PROPQUEST_INC_004920	Furs on fire Murano erscheint in der letzten Runde.
IDS_PROPQUEST_INC_004921	Töte Furs on fire Murano in der letzten Runde des High-Level Coliseums.
IDS_PROPQUEST_INC_004922	
IDS_PROPQUEST_INC_004923	Töte Elite Murano (Wiederholbar)
IDS_PROPQUEST_INC_004924	Wirst du mir deine Tapferkeit beweisen?
IDS_PROPQUEST_INC_004925	Wenn du eine Herausforderung suchst, so töte Elite Murano. Das Monster ist nicht so leicht zu besiegen wie Furs on fire Murano.
IDS_PROPQUEST_INC_004926	Tja, du bist wohl doch nicht so mutig, wie ich dachte.
IDS_PROPQUEST_INC_004927	Du hast das Monster getötet! Nimm dieses Zeichen als Beweis deiner Tapferkeit.
IDS_PROPQUEST_INC_004928	Elite Murano erscheint in der letzten Runde.
IDS_PROPQUEST_INC_004929	Töte Elite Murano in der letzten Runde des High-Level Coliseums.
IDS_PROPQUEST_INC_004930	
IDS_PROPQUEST_INC_004931	Yukata-Herstellung fehlgeschlagen.
IDS_PROPQUEST_INC_004932	Oh Heller Mond~ Ich stelle dir ein neues Yukata her, bevor wir den Mond willkommen heissen, jedoch benötige ich mehr Materialien.
IDS_PROPQUEST_INC_004933	Kannst du mir bitte noch mehr Material bringen, damit ich dir das Yukata herstellen kann?
IDS_PROPQUEST_INC_004934	Dankeschön. Ich brauche 100 Piece of Silks, 100 Magical Skein und 100 Tint. Du kannst sie bei der Jagd auf Monster finden.
IDS_PROPQUEST_INC_004935	Nein. Bist du dir sicher? Was soll ich nur ohne deine Hilfe tun.
IDS_PROPQUEST_INC_004936	Wow, du hast mir wirklich die Materialien gebracht. Vielen Dank! Ich möchte dich gerne für deine Mühen belohnen, hier. nimm dies. Dies ist ein Yukata, dass ich als Muster hergestellt habe.
IDS_PROPQUEST_INC_004937	Ah. ich habe immer noch nicht genug Material. Benötigt werden 100 Piece of Silks, 100 Magical Skein und 100 Tint are needed.
IDS_PROPQUEST_INC_004938	Bringe mir 100 Piece of Silks, 100 Magical Skein und 100 Tint.
IDS_PROPQUEST_INC_004939	
IDS_PROPQUEST_INC_004940	IDS_PROPQUEST_INC_004940
IDS_PROPQUEST_INC_004941	IDS_PROPQUEST_INC_004941
IDS_PROPQUEST_INC_004942	IDS_PROPQUEST_INC_004942
IDS_PROPQUEST_INC_004943	IDS_PROPQUEST_INC_004943
IDS_PROPQUEST_INC_004944	IDS_PROPQUEST_INC_004944
IDS_PROPQUEST_INC_004945	IDS_PROPQUEST_INC_004945
IDS_PROPQUEST_INC_004946	IDS_PROPQUEST_INC_004946
IDS_PROPQUEST_INC_004947	IDS_PROPQUEST_INC_004947
IDS_PROPQUEST_INC_004948	
IDS_PROPQUEST_INC_004949	Shades Geschenk
IDS_PROPQUEST_INC_004950	Hallo! Shade macht mir mal wieder Ärger. Sie hat alle von mir vorbereiteten Geschenke in Monster verwandelt! Kannst du mir helfen?
IDS_PROPQUEST_INC_004951	Kannst Du mir helfen? Ich brauche 15 Empty Present Box 2020 ...
IDS_PROPQUEST_INC_004952	Die Bürger von Madrigal werden dieses Jahr keine Geschenke bekommen. So traurig. 
IDS_PROPQUEST_INC_004953	HO HO HO!!! Besiege die Monster, damit sie sich zurückverwandeln. Wenn Du sie alle erwischt hast, komme wieder zu mir.  
IDS_PROPQUEST_INC_004954	Töte Mischievous Present Box und bringe 15 Empty Gift Boxes.
IDS_PROPQUEST_INC_004955	Töte Mischievous Present Box und bringe 15 Empty Gift Boxes.
IDS_PROPQUEST_INC_004956	
IDS_PROPQUEST_INC_004957	IDS_PROPQUEST_INC_004957
IDS_PROPQUEST_INC_004958	IDS_PROPQUEST_INC_004958
IDS_PROPQUEST_INC_004959	IDS_PROPQUEST_INC_004959
IDS_PROPQUEST_INC_004960	IDS_PROPQUEST_INC_004960
IDS_PROPQUEST_INC_004961	IDS_PROPQUEST_INC_004961
IDS_PROPQUEST_INC_004962	IDS_PROPQUEST_INC_004962
IDS_PROPQUEST_INC_004963	IDS_PROPQUEST_INC_004963
IDS_PROPQUEST_INC_004964	
IDS_PROPQUEST_INC_004965	Children's Week Quest 1
IDS_PROPQUEST_INC_004966	He du! Ich habe einen neuen Freund. Wenn du mir 50 Lollipops bringst, kannst du ihn kennenlernen.
IDS_PROPQUEST_INC_004967	Wirklich? Zu schade, dann spiele ich halt mit ihm allein.
IDS_PROPQUEST_INC_004968	Perfekt! Da kann ich nun endlich einen Lollipop essen.
IDS_PROPQUEST_INC_004969	Ich kann zählen, weißt du? Du wohl nicht...
IDS_PROPQUEST_INC_004970	Super! Ich habe noch eine Aufgabe, aber vielleicht solltest du mit deinem neuen Freund erst ein wenig Zeit verbringen.
IDS_PROPQUEST_INC_004971	Bringe 50 Lollipops zu Loyah
IDS_PROPQUEST_INC_004972	
IDS_PROPQUEST_INC_004973	Children's Week Quest 2
IDS_PROPQUEST_INC_004974	Da du jetzt den Cute Rabbit Spirit hast, kannst du meine Großmutter in Elliun besuchen gehen. Ihr Name ist Rodella.
IDS_PROPQUEST_INC_004975	Was? Du hast Angst? Was bist du denn für ein Waschlappen?
IDS_PROPQUEST_INC_004976	Mein kleiner Freund kann nun endlich die Welt sehen! Ich werde ihn so sehr vermissen.
IDS_PROPQUEST_INC_004977	Du kommst von so weit her. Magst du mir den Grund deines Besuches sagen?
IDS_PROPQUEST_INC_004978	Meine Enkelin hat dich geschickt? Sie vertraut wirklich jedem...
IDS_PROPQUEST_INC_004979	Besuche Rodella in Elliun
IDS_PROPQUEST_INC_004980	
IDS_PROPQUEST_INC_004981	Children's Week Quest 3
IDS_PROPQUEST_INC_004982	Gehe und finde etwas, um das Baby Spirit zu beruhigen. Vielleicht einen Ball oder eine Flöte?
IDS_PROPQUEST_INC_004983	Was? Du willst mir nicht helfen? Ungezogene Göre...
IDS_PROPQUEST_INC_004984	Wirklich nett von dir. Du kannst die Gegenstände im Grasland in der Nähe des Tempeleingangs finden.
IDS_PROPQUEST_INC_004985	Ah... das Baby Spirit ist einfach nicht zu bremsen. Finde etwas um es zu beruhigen!
IDS_PROPQUEST_INC_004986	Schau dir an, wie ruhig es nun ist. Das hast du toll gemacht!
IDS_PROPQUEST_INC_004987	Finde etwas, um den Baby Spirit zu beruhigen und bringe es zu Lien.
IDS_PROPQUEST_INC_004988	
IDS_PROPQUEST_INC_004989	
IDS_PROPQUEST_INC_004990	
IDS_PROPQUEST_INC_004991	
IDS_PROPQUEST_INC_004992	
IDS_PROPQUEST_INC_004993	
IDS_PROPQUEST_INC_004994	
IDS_PROPQUEST_INC_004995	
IDS_PROPQUEST_INC_004996	
IDS_PROPQUEST_INC_004997	
IDS_PROPQUEST_INC_004998	
IDS_PROPQUEST_INC_004999	
IDS_PROPQUEST_INC_005000	
IDS_PROPQUEST_INC_005001	
IDS_PROPQUEST_INC_005002	
IDS_PROPQUEST_INC_005003	
IDS_PROPQUEST_INC_005004	
IDS_PROPQUEST_INC_005005	
IDS_PROPQUEST_INC_005006	
IDS_PROPQUEST_INC_005007	
IDS_PROPQUEST_INC_005008	
IDS_PROPQUEST_INC_005009	
IDS_PROPQUEST_INC_005010	
IDS_PROPQUEST_INC_005011	
IDS_PROPQUEST_INC_005012	
IDS_PROPQUEST_INC_005013	
IDS_PROPQUEST_INC_005014	
IDS_PROPQUEST_INC_005015	
IDS_PROPQUEST_INC_005016	
IDS_PROPQUEST_INC_005017	
IDS_PROPQUEST_INC_005018	
IDS_PROPQUEST_INC_005019	
IDS_PROPQUEST_INC_005020	
IDS_PROPQUEST_INC_005021	
IDS_PROPQUEST_INC_005022	Galaxy Guitar
IDS_PROPQUEST_INC_005023	Warum nur habe ich meine Gitarre kaputt gemacht? Vielleicht, weil ich zu stürmisch war! He du! Bei allen Göttern, bring mir eine neue Gitarre!
IDS_PROPQUEST_INC_005024	Dann hilf mir halt nicht. Viel Spass bei was auch immer...
IDS_PROPQUEST_INC_005025	Super, wenigstens auf dich ist verlass!
IDS_PROPQUEST_INC_005026	Du solltest dich auf die Suche nach einer Gitarre machen. Was stehst du hier noch herum?
IDS_PROPQUEST_INC_005027	Wie schön, eine neue Gitarre für mich. Hier habe ich eine Belohnung für dich.
IDS_PROPQUEST_INC_005028	Bringe mir eine Flami's Guitar
IDS_PROPQUEST_INC_005029	
IDS_PROPQUEST_INC_005030	Baue für Weihnachten einen Black Teddy Bear
IDS_PROPQUEST_INC_005031	Hey, du da! Ja, dich meine ich! Wolltest du schon immer einmal in der Werkstatt des Weihnachtsmanns arbeiten? Hier ist deine Chance! Möchtest du helfen?  
IDS_PROPQUEST_INC_005032	Oh..nun.
IDS_PROPQUEST_INC_005033	Einige nervige Elfen sind durchgedreht und haben angefangen, Black Teddy Bears zu zerstören um Weihnachten zu ruinieren. Bitte finde die einzelnen Teile und bringe sie zu mir zurück! 
IDS_PROPQUEST_INC_005034	Großartig! Wir können jetzt einen neuen, gigantischen Black Teddy Bear bauen! Soll er noch toller werden? Dann bring mir noch ein paar Teile und das Resultat wird unglaublich werden! 
IDS_PROPQUEST_INC_005035	Es fehlen noch ein oder zwei Teile...!
IDS_PROPQUEST_INC_005036	Sammle black teddy bear teile , Kopf, Körper, Hände, Beine und bringt sie dem Baby Schneemann.
IDS_PROPQUEST_INC_005037	Brauche Giant Black Teddy Bears!
IDS_PROPQUEST_INC_005038	Jessicas Schokolade
IDS_PROPQUEST_INC_005039	Ich möchte Rayn etwas zum Valentinstag schenken und dachte dabei an Schokolade. Hilfst du mir dabei?
IDS_PROPQUEST_INC_005040	Danke! Ich werde eine Tafel weiße Schokolade herstellen. Bring mir bitte die notwendigen Zutaten.
IDS_PROPQUEST_INC_005041	Du hast es nicht verdient, dich am Valentinstag zu erfreuen.
IDS_PROPQUEST_INC_005042	Vielen Dank! Nun kann ich die weiße Schokolade herstellen.
IDS_PROPQUEST_INC_005043	Das reicht noch nicht für die Schokolade.
IDS_PROPQUEST_INC_005044	Sammel die Zutaten für die weiße Schokolade und bring sie zu Jessica.
IDS_PROPQUEST_INC_005045	
IDS_PROPQUEST_INC_005046	Jessicas Beweis der Liebe
IDS_PROPQUEST_INC_005047	Kannst du dieses Geschenk bitte für mich an Rayn in Saint Morning liefern?
IDS_PROPQUEST_INC_005048	Wie süß du doch bist! Ich hoffe, Rayn mag mein Geschenk.
IDS_PROPQUEST_INC_005049	Du bist so langweilig.
IDS_PROPQUEST_INC_005050	Was ist das denn? Ein Geschenk von Jessica? Bitte sag ihr, daß es mir gefällt.
IDS_PROPQUEST_INC_005051	Ah. Frauen sind so.
IDS_PROPQUEST_INC_005052	Bring Jessicas Geschenk zu Rayn in Saint Morning
IDS_PROPQUEST_INC_005053	
IDS_PROPQUEST_INC_005054	Jessicas Eifersucht
IDS_PROPQUEST_INC_005055	Ich wusste nicht, daß Nana ihn auch liebt. Da muß ich wohl was tun.
IDS_PROPQUEST_INC_005056	Bitte bring mir Zutaten für dunkle Schokolade.
IDS_PROPQUEST_INC_005057	Es ist schon schwer, sein Herz zu erobern.
IDS_PROPQUEST_INC_005058	Ups, die Schokolade ist mir wohl etwas verbrannt. Die kann wohl niemand mehr essen.
IDS_PROPQUEST_INC_005059	Das reicht noch nicht. Bring mir mehr!
IDS_PROPQUEST_INC_005060	Sammel Zutaten für dunkle Schokolade und bring sie zu Jessica
IDS_PROPQUEST_INC_005061	
IDS_PROPQUEST_INC_005062	Jessicas Schokolade (2)
IDS_PROPQUEST_INC_005063	Ich gebe nicht auf. Rayn ist mein! Sammelst du mir noch mehr Zutaten für meine Schokolade?
IDS_PROPQUEST_INC_005064	Danke, daß du mir bei der weißen Schokolade hilfst. Bring mir bitte die Zutaten.
IDS_PROPQUEST_INC_005065	Du hast es nicht verdient, dich am Valentinstag zu erfreuen.
IDS_PROPQUEST_INC_005066	Vielen Dank! Nun kann ich die weiße Schokolade herstellen.
IDS_PROPQUEST_INC_005067	Das reicht noch nicht für die Schokolade.
IDS_PROPQUEST_INC_005068	Sammel die Zutaten für die weiße Schokolade und bring sie zu Jessica.
IDS_PROPQUEST_INC_005069	
IDS_PROPQUEST_INC_005070	Nanas Schokolade
IDS_PROPQUEST_INC_005071	Ich bruache unbedingt etwas für Rayn, es ist doch Valentinstag. Kannst du mir helfen?
IDS_PROPQUEST_INC_005072	Danke! Ich habe gehört, daß er Schokolade mag. Kannst du mir die Zutaten für mein Spezialrezept bringen?
IDS_PROPQUEST_INC_005073	Bitte, hilf mir doch!
IDS_PROPQUEST_INC_005074	Juhu, nun kann ich die Schokolade zusammenrühren.
IDS_PROPQUEST_INC_005075	Da fehlt noch was...
IDS_PROPQUEST_INC_005076	Sammel Zutaten für dunkle Schokolade und bring sie zu Nana
IDS_PROPQUEST_INC_005077	
IDS_PROPQUEST_INC_005078	Nanas Liebesbeweis
IDS_PROPQUEST_INC_005079	Würdest du mein Geschenk zu Rayn nach Saint Morning bringen?
IDS_PROPQUEST_INC_005080	Du bist so hilfsbereit. Ich danke dir! Ich hoffe, er mag meine Schokolade.
IDS_PROPQUEST_INC_005081	Wie kann ich ihn nur davon überzeugen, daß ich die richtige für ihn bin.
IDS_PROPQUEST_INC_005082	Oh, ein Geschenk? Von Nana? Dankeschön!
IDS_PROPQUEST_INC_005083	Ah. Frauen sind so.
IDS_PROPQUEST_INC_005084	Bring Nanas Geschenk zu Rayn in Saint Morning
IDS_PROPQUEST_INC_005085	
IDS_PROPQUEST_INC_005086	Die eifersüchtige Nana
IDS_PROPQUEST_INC_005087	Ich glaube es nicht! Rayn und Jessica??? Das kann ich ja nicht glauben.
IDS_PROPQUEST_INC_005088	Bring mir Zutaten für weiße Schokolade!
IDS_PROPQUEST_INC_005089	Ich muss sein Herz erobern. nur wie?
IDS_PROPQUEST_INC_005090	Danke! Dummerweise ist mir da ein Missgeschick passiert. Die Schoki kann man wohl wegschmeissen.
IDS_PROPQUEST_INC_005091	Hm, da fehlt noch was. Los los. bring mir den Rest.
IDS_PROPQUEST_INC_005092	Sammel Zutaten für weiße Schokolade und bring sie zu Nana.
IDS_PROPQUEST_INC_005093	
IDS_PROPQUEST_INC_005094	Nanas Schokolade (2)
IDS_PROPQUEST_INC_005095	Ich muss Rayn von mir überzeugen. Bring mir nochmal Zutaten für die dunkle Schokolade.
IDS_PROPQUEST_INC_005096	Danke! Für einen weiteren Versuch brauch ich noch Zutaten. Bitte sammel die für mich ein, ja?
IDS_PROPQUEST_INC_005097	Pah, du scheinst von der Liebe nicht viel zu verstehen!
IDS_PROPQUEST_INC_005098	Wow, das ging ja schnell. Ich mache mich gleich an die neue Schokolade. Danke nochmal.
IDS_PROPQUEST_INC_005099	Das reicht wohl nicht.
IDS_PROPQUEST_INC_005100	Sammel Zutaten für dunkle Schokolade und bring sie zu Nana
IDS_PROPQUEST_INC_005101	
IDS_PROPQUEST_INC_005102	Wenn der Fluch schnell gelüftet wird 2 . (1)
IDS_PROPQUEST_INC_005103	Wenn der Fluch schnell gelüftet wird 2 . (2)
IDS_PROPQUEST_INC_005104	Wenn der Fluch schnell gelüftet wird 2 . (3)
IDS_PROPQUEST_INC_005105	Boost Your Character Event - Teil 1
IDS_PROPQUEST_INC_005106	Schenke ich dir einen Waffencoupon, welchen du für ein Waffenset für deine erste Jobklasse eintauschen kannst.
IDS_PROPQUEST_INC_005107	Gut gemacht! Sprich mich nochmals an, um den Waffencoupon zu erhalten.
IDS_PROPQUEST_INC_005108	Versprich mir, dass du wiederkommst!
IDS_PROPQUEST_INC_005109	Sehr gut! Bitte sprich mit mir, wenn du deine erste Jobklasse ausgewählt hast. Ein fantastischer EXP Bonus, sowie Rüstungscoupons warten auf dich!
IDS_PROPQUEST_INC_005110	Sprich mit dem Buff Pang, um deinen Waffencoupon zu erhalten.
IDS_PROPQUEST_INC_005111	Boost Your Character Event - Teil 2
