IDS_TEXTCLIENT_INC_000001	Karte
IDS_TEXTCLIENT_INC_003476	Kostüm
IDS_TEXTCLIENT_INC_003477	1H Sword
IDS_TEXTCLIENT_INC_003478	2H Sword
IDS_TEXTCLIENT_INC_003479	1H Axe
IDS_TEXTCLIENT_INC_003480	2H Axe
IDS_TEXTCLIENT_INC_003481	Knuckle
IDS_TEXTCLIENT_INC_003482	Stick
IDS_TEXTCLIENT_INC_003483	Bow
IDS_TEXTCLIENT_INC_003484	Staff
IDS_TEXTCLIENT_INC_003485	Yoyo
IDS_TEXTCLIENT_INC_003486	Wand
IDS_TEXTCLIENT_INC_003487	Force Gem
IDS_TEXTCLIENT_INC_003488	Spellbook
IDS_TEXTCLIENT_INC_003489	Sonstiges
IDS_TEXTCLIENT_INC_003490	Helmet
IDS_TEXTCLIENT_INC_003491	Suit
IDS_TEXTCLIENT_INC_003492	Gauntlets
IDS_TEXTCLIENT_INC_003493	Boots
IDS_TEXTCLIENT_INC_003494	Shield
IDS_TEXTCLIENT_INC_003495	Ring
IDS_TEXTCLIENT_INC_003496	Earring
IDS_TEXTCLIENT_INC_003497	Necklace
IDS_TEXTCLIENT_INC_003498	Material
IDS_TEXTCLIENT_INC_003499	Flask
IDS_TEXTCLIENT_INC_003500	Scroll
IDS_TEXTCLIENT_INC_003501	Poster
IDS_TEXTCLIENT_INC_003502	Sonstiges
IDS_TEXTCLIENT_INC_003503	Sonstiges
IDS_TEXTCLIENT_INC_003504	Mask
IDS_TEXTCLIENT_INC_003505	Cloak
IDS_TEXTCLIENT_INC_003506	Hair / Hat
IDS_TEXTCLIENT_INC_003507	Suit
IDS_TEXTCLIENT_INC_003508	Gloves
IDS_TEXTCLIENT_INC_003509	Shoes
IDS_TEXTCLIENT_INC_003510	Exchange Box
IDS_TEXTCLIENT_INC_003511	5 Effort Box  -> 1 Golden Box
IDS_TEXTCLIENT_INC_003512	5 Silver Box  -> 1 Golden Box
IDS_TEXTCLIENT_INC_003513	Nicht genügend Tauschobjekte vorhanden!
IDS_TEXTCLIENT_INC_003514	IDS_TEXTCLIENT_INC_003514
IDS_TEXTCLIENT_INC_003515	IDS_TEXTCLIENT_INC_003515
IDS_TEXTCLIENT_INC_003516	IDS_TEXTCLIENT_INC_003516
IDS_TEXTCLIENT_INC_003517	IDS_TEXTCLIENT_INC_003517
IDS_TEXTCLIENT_INC_003518	IDS_TEXTCLIENT_INC_003518
IDS_TEXTCLIENT_INC_003519	IDS_TEXTCLIENT_INC_003519
IDS_TEXTCLIENT_INC_003520	IDS_TEXTCLIENT_INC_003520
IDS_TEXTCLIENT_INC_003521	IDS_TEXTCLIENT_INC_003521
IDS_TEXTCLIENT_INC_003522	IDS_TEXTCLIENT_INC_003522
IDS_TEXTCLIENT_INC_003523	IDS_TEXTCLIENT_INC_003523
IDS_TEXTCLIENT_INC_003524	IDS_TEXTCLIENT_INC_003524
IDS_TEXTCLIENT_INC_003525	IDS_TEXTCLIENT_INC_003525
IDS_TEXTCLIENT_INC_003526	IDS_TEXTCLIENT_INC_003526
IDS_TEXTCLIENT_INC_003527	IDS_TEXTCLIENT_INC_003527
IDS_TEXTCLIENT_INC_003528	IDS_TEXTCLIENT_INC_003528
IDS_TEXTCLIENT_INC_003529	IDS_TEXTCLIENT_INC_003529
IDS_TEXTCLIENT_INC_003530	IDS_TEXTCLIENT_INC_003530
IDS_TEXTCLIENT_INC_003531	IDS_TEXTCLIENT_INC_003531
IDS_TEXTCLIENT_INC_003532	IDS_TEXTCLIENT_INC_003532
IDS_TEXTCLIENT_INC_003533	Handelsvermittlung
IDS_TEXTCLIENT_INC_003534	Bitte versuche es später erneut.
IDS_TEXTCLIENT_INC_003535	Du kannst nicht den Gegenstand %s registrieren. Bitte überprüfe dies.
IDS_TEXTCLIENT_INC_003536	Du hast bereits die maximale Anzahl an Gegenständen registriert.
IDS_TEXTCLIENT_INC_003537	Tausche OMG Certification + 10,000,000 Penya gegen OMG Warrior Set(M)
IDS_TEXTCLIENT_INC_003538	Tausche OMG Certification + 10,000,000 Penya gegen OMG Warrior Set(F)
IDS_TEXTCLIENT_INC_003539	Tausche gegen OMG Warrior Set
IDS_TEXTCLIENT_INC_003540	IDS_TEXTCLIENT_INC_003540
IDS_TEXTCLIENT_INC_003541	IDS_TEXTCLIENT_INC_003541
IDS_TEXTCLIENT_INC_003542	IDS_TEXTCLIENT_INC_003542
IDS_TEXTCLIENT_INC_003543	IDS_TEXTCLIENT_INC_003543
IDS_TEXTCLIENT_INC_003544	IDS_TEXTCLIENT_INC_003544
IDS_TEXTCLIENT_INC_003545	IDS_TEXTCLIENT_INC_003545
IDS_TEXTCLIENT_INC_003546	IDS_TEXTCLIENT_INC_003546
IDS_TEXTCLIENT_INC_003547	Du kannst mehr Gegenstände registrieren, sofern du ein Merchant Agreement benutzt.
IDS_TEXTCLIENT_INC_003548	Dieser Gegenstand besitzt bereits ein verändertes Aussehen und kann nicht erneut verwendet werden.
IDS_TEXTCLIENT_INC_003549	Dieser Gegenstand besitzt kein verändertes Aussehen. Aktion abgebrochen.
IDS_TEXTCLIENT_INC_003550	Du musst zuerst den Zielgegenstand auswählen.
IDS_TEXTCLIENT_INC_003551	Änderung des Aussehens war erfolgreich.
IDS_TEXTCLIENT_INC_003552	Extraktion des Aussehens war erfolgreich.
IDS_TEXTCLIENT_INC_003553	Du musst alle geforderten Gegenstände registrieren, um das Aussehen zu verändern.
IDS_TEXTCLIENT_INC_003554	Zweihandwaffen, die bereits kombiniert wurden, können nicht erneut registriert werden.
IDS_TEXTCLIENT_INC_003555	Zeitbegrenzte Zweihandwaffen können nicht registriert werden.
IDS_TEXTCLIENT_INC_003556	Nur Zweihandwaffen können registriert werden.
IDS_TEXTCLIENT_INC_003557	Baruna Gegenstände können nicht registriert werden.
IDS_TEXTCLIENT_INC_003558	Nur gleichartige Gegenstände können registriert werden.
IDS_TEXTCLIENT_INC_003559	Gebundene Gegenstände können nicht registriert werden.
IDS_TEXTCLIENT_INC_003560	Der Gegenstandslevel muss niedrieger als der des Gegenstandes sein, von dem die Statuswerte stammen.
IDS_TEXTCLIENT_INC_003561	Der Gegenstand muss einen höheren Level als der Gegenstand haben, auf den die Werte übertragen werden sollen.
IDS_TEXTCLIENT_INC_003562	Du musst zuerst einen Gegenstand registrieren.
IDS_TEXTCLIENT_INC_003563	Du kannst nur einen Schutzgegenstand registrieren.
IDS_TEXTCLIENT_INC_003564	Du kannst den Gegenstand nicht registrieren, da dieser keinen Statuswert hat.
IDS_TEXTCLIENT_INC_003565	Du benötigst %d Penya, um den Statuswert zu entfernen.
IDS_TEXTCLIENT_INC_003566	Misserfolg. %s wurde zerstört.
IDS_TEXTCLIENT_INC_003567	Misserfolg!!
IDS_TEXTCLIENT_INC_003568	Erfolg!!
IDS_TEXTCLIENT_INC_003569	Statuswert erfolgreich entfernt.
IDS_TEXTCLIENT_INC_003570	Kombination von Zweihandwaffen
IDS_TEXTCLIENT_INC_003571	Kombination von Zweihandwaffen abbrechen
IDS_TEXTCLIENT_INC_003572	Mit Öffnen des Gegenstandes wird dieser gebunden und die Zeit läuft ab. Willst du den Gegenstand öffnen?
IDS_TEXTCLIENT_INC_003573	Nicht genug HP zum Auffüllen
IDS_TEXTCLIENT_INC_003574	Du kannst den Gegenstand nicht registrieren. Bitte überprüfe dies und versuche es erneut.
IDS_TEXTCLIENT_INC_003575	%s / %s HP wiederhergestellt
IDS_TEXTCLIENT_INC_003576	%s / %s HP bereits voll
IDS_TEXTCLIENT_INC_003577	HP wiederhergestellt (Rest : %s)
IDS_TEXTCLIENT_INC_003578	Eldine's Jar
IDS_TEXTCLIENT_INC_003579	Bist du dir sicher, dass du das Fenster schliessen möchtest?
IDS_TEXTCLIENT_INC_003580	Dieser Vorgang kann nicht rückgängig gemacht werden. Willst du weitermachen?
IDS_TEXTCLIENT_INC_003581	Token Exchange - Item
IDS_TEXTCLIENT_INC_003582	Token Exchange - Beginner Weapon
IDS_TEXTCLIENT_INC_003583	Token Exchange - Intermediate Grade Weapon
IDS_TEXTCLIENT_INC_003584	Token Exchange - Advanced Weapon
IDS_TEXTCLIENT_INC_003585	Token Exchange - Item - Benötigt werden (B)lue, (R)ed und (C)hampion's Token, Anzahl in Klammern
IDS_TEXTCLIENT_INC_003586	B(150) - Oricalkum - 1 EA
IDS_TEXTCLIENT_INC_003587	B(150) - Moonstone - 1 EA
IDS_TEXTCLIENT_INC_003588	B(75) - Random Elemental Card - 1 EA
IDS_TEXTCLIENT_INC_003589	B(50),R(10) - Splinters of Order - 1 EA
IDS_TEXTCLIENT_INC_003590	B(900),R(180) - Random 3% Card - 1 EA
IDS_TEXTCLIENT_INC_003591	B(900),R(180) - Random C Card - 1 EA
IDS_TEXTCLIENT_INC_003592	B(1800),R(360) - Ove Random Box - 1 EA
IDS_TEXTCLIENT_INC_003593	B(1800),R(360),C(10) - Topaz - 1 EA
IDS_TEXTCLIENT_INC_003594	B(5400),R(1080),C(25) - Ruby - 1 EA
IDS_TEXTCLIENT_INC_003595	B(9000),R(1800),C(80) - Sapphire - 1 EA
IDS_TEXTCLIENT_INC_003596	B(12600),R(2520),C(96) - Emerald - 1 EA
IDS_TEXTCLIENT_INC_003597	B(18000),R(3600),C(112) - Diamond - 1 EA
IDS_TEXTCLIENT_INC_003598	B(27000),R(5400),C(128) - Soul Accessory Random Box - 1 EA
IDS_TEXTCLIENT_INC_003599	B(18000),R(3600),C(120) - Dragon Cloak(Reversed) - 1 EA
IDS_TEXTCLIENT_INC_003600	B(37800),R(7560),C(360) - Dragon Cloak (Reverted) - 1 EA
IDS_TEXTCLIENT_INC_003601	Token Exchange - Beginner Weapon(Binded) - Benötigt werden (B)lue, (R)ed und (C)hampion's Token, Anzahl in Klammern
IDS_TEXTCLIENT_INC_003602	B(1800),R(360),C(6) - (Beginner) Champion's One Hand Sword - 1 EA
IDS_TEXTCLIENT_INC_003603	B(1800),R(360),C(6) - (Beginner) Champion's Two Hand Sword - 1 EA
IDS_TEXTCLIENT_INC_003604	B(1800),R(360),C(6) - (Beginner) Champion's One Hand Axe - 1 EA
IDS_TEXTCLIENT_INC_003605	B(1800),R(360),C(6) - (Beginner) Champion's Two Hand Axe - 1 EA
IDS_TEXTCLIENT_INC_003606	B(1800),R(360),C(6) - (Beginner) Champion's Knuckle - 1 EA
IDS_TEXTCLIENT_INC_003607	B(1800),R(360),C(6) - (Beginner) Champion's Stick - 1 EA
IDS_TEXTCLIENT_INC_003608	B(1800),R(360),C(6) - (Beginner) Champion's Wand - 1 EA
IDS_TEXTCLIENT_INC_003609	B(1800),R(360),C(6) - (Beginner) Champion's Staff - 1 EA
IDS_TEXTCLIENT_INC_003610	B(1800),R(360),C(6) - (Beginner) Champion's Bow - 1 EA
IDS_TEXTCLIENT_INC_003611	B(1800),R(360),C(6) - (Beginner) Champion's Yoyo - 1 EA
IDS_TEXTCLIENT_INC_003612	Token Exchange - Intermediate Grade Weapon(Binded) - Benötigt werden (B)lue, (R)ed und (C)hampion's Token, Anzahl in Klammern
IDS_TEXTCLIENT_INC_003613	B(5400),R(1080),C(18) - (Intermediate Grade) Champion's One Hand Sword - 1 EA
IDS_TEXTCLIENT_INC_003614	B(5400),R(1080),C(18) - (Intermediate Grade) Champion's Two Hand Sword - 1 EA
IDS_TEXTCLIENT_INC_003615	B(5400),R(1080),C(18) - (Intermediate Grade) Champion's One Hand Axe - 1 EA
IDS_TEXTCLIENT_INC_003616	B(5400),R(1080),C(18) - (Intermediate Grade) Champion's Two Hand Axe - 1 EA
IDS_TEXTCLIENT_INC_003617	B(5400),R(1080),C(18) - (Intermediate Grade) Champion's Knuckle - 1 EA
IDS_TEXTCLIENT_INC_003618	B(5400),R(1080),C(18) - (Intermediate Grade) Champion's Stick - 1 EA
IDS_TEXTCLIENT_INC_003619	B(5400),R(1080),C(18) - (Intermediate Grade) Champion's Wand - 1 EA
IDS_TEXTCLIENT_INC_003620	B(5400),R(1080),C(18) - (Intermediate Grade) Champion's Staff - 1 EA
IDS_TEXTCLIENT_INC_003621	B(5400),R(1080),C(18) - (Intermediate Grade) Champion's Bow - 1 EA
IDS_TEXTCLIENT_INC_003622	B(5400),R(1080),C(18) - (Intermediate Grade) Champion's Yoyo - 1 EA
IDS_TEXTCLIENT_INC_003623	Token Exchange - Advanced Weapon(Binded) - Benötigt werden (B)lue, (R)ed und (C)hampion's Token, Anzahl in Klammern
IDS_TEXTCLIENT_INC_003624	B(12600),R(2520),C(40) - (Advanced) Champion's One Hand Sword - 1 EA
IDS_TEXTCLIENT_INC_003625	B(12600),R(2520),C(40) - (Advanced) Champion's Two Hand Sword - 1 EA
IDS_TEXTCLIENT_INC_003626	B(12600),R(2520),C(40) - (Advanced) Champion's One Hand Axe - 1 EA
IDS_TEXTCLIENT_INC_003627	B(12600),R(2520),C(40) - (Advanced) Champion's Two Hand Axe - 1 EA
IDS_TEXTCLIENT_INC_003628	B(12600),R(2520),C(40) - (Advanced) Champion's Knuckle - 1 EA
IDS_TEXTCLIENT_INC_003629	B(12600),R(2520),C(40) - (Advanced) Champion's Stick - 1 EA
IDS_TEXTCLIENT_INC_003630	B(12600),R(2520),C(40) - (Advanced) Champion's Wand - 1 EA
IDS_TEXTCLIENT_INC_003631	B(12600),R(2520),C(40) - (Advanced) Champion's Staff - 1 EA
IDS_TEXTCLIENT_INC_003632	B(12600),R(2520),C(40) - (Advanced) Champion's Bow - 1 EA
IDS_TEXTCLIENT_INC_003633	B(12600),R(2520),C(40) - (Advanced) Champion's Yoyo - 1 EA
IDS_TEXTCLIENT_INC_003634	Questannahme nicht möglich. Du kannst nur 60 Quest aktiv haben.
IDS_TEXTCLIENT_INC_003635	Korean Shutdown Policy
IDS_TEXTCLIENT_INC_003636	Korean Shutdown Policy
IDS_TEXTCLIENT_INC_003637	Korean Shutdown Policy
IDS_TEXTCLIENT_INC_003638	Du kannst keinen Gegenstand registrieren, der geschützte Erweckungen hat.
IDS_TEXTCLIENT_INC_003639	[Fusions-Bonus]
IDS_TEXTCLIENT_INC_003640	Der Gegenstand kann zerstört werden, da du keinen Schutzgegenstand verwendest. Willst du fortfahren?
IDS_TEXTCLIENT_INC_003641	Willst du %s kaufen? Die Gebühr beträgt %d Penya
IDS_TEXTCLIENT_INC_003642	Verpackter Gegenstand. Bitte benutze Eldine's Scissor, um den Gegenstand zu öffnen.
IDS_TEXTCLIENT_INC_003643	Der Gegenstand ist bereits geöffnet oder du kannst diesen nicht öffnen.
IDS_TEXTCLIENT_INC_003644	Du kannst den Gegenstand nicht sichern. Bitte versuche es erneut.
IDS_TEXTCLIENT_INC_003645	Registrierter Gegenstand (%d / %d)
IDS_TEXTCLIENT_INC_003646	Um das Aussehen zu ändern, müssen gleichartige Gegenstände registriert werden.
IDS_TEXTCLIENT_INC_003647	Dieser Gegenstand kann nicht genutzt werden, um das Aussehen zu verändern.
IDS_TEXTCLIENT_INC_003648	Keine Recovery Appearance Scroll. Bitte überprüfe den Gegenstand.
IDS_TEXTCLIENT_INC_003649	Du musst den Gegenstand erst registrieren, bevor du ihn benutzen kannst. Bitte drücke Z, um die Benutzeroberfläche zu öffnen.
IDS_TEXTCLIENT_INC_003650	HP wiederhergestellt
IDS_TEXTCLIENT_INC_003651	PVP - Damage
IDS_TEXTCLIENT_INC_003652	PVP - Magic Damage
IDS_TEXTCLIENT_INC_003653	PVE - Damage
IDS_TEXTCLIENT_INC_003654	PVE - Magic Damage
IDS_TEXTCLIENT_INC_003655	Item Drop Rate
IDS_TEXTCLIENT_INC_003656	IDS_TEXTCLIENT_INC_003656
IDS_TEXTCLIENT_INC_003657	Zusatzschaden gegen Monster[ Feuer] 
IDS_TEXTCLIENT_INC_003658	Zusatzschaden gegen Monster[Wasser] 
IDS_TEXTCLIENT_INC_003659	Zusatzschaden gegen Monster[Blitz] 
IDS_TEXTCLIENT_INC_003660	Zusatzschaden gegen Monster[Wind] 
IDS_TEXTCLIENT_INC_003661	Zusatzschaden gegen Monster[Erde] 
IDS_TEXTCLIENT_INC_003662	Benötigtes Ausrüstungslevel
IDS_TEXTCLIENT_INC_003663	%s Skill Level Up
IDS_TEXTCLIENT_INC_003664	All Skill Level Up
IDS_TEXTCLIENT_INC_003665	Additional Damage to fained enemy
IDS_TEXTCLIENT_INC_003666	Zusatzschaden gegen geblendete Feinde
IDS_TEXTCLIENT_INC_003667	Zusatzschaden gegen vergiftete Feinde
IDS_TEXTCLIENT_INC_003668	Zusatzschaden gegen verlangsamte Feinde
IDS_TEXTCLIENT_INC_003669	Zusatzschaden gegen blutende Feinde
IDS_TEXTCLIENT_INC_003670	Zusatzschaden gegen zum Scheigen gebrachte Feinde
IDS_TEXTCLIENT_INC_003671	Zusatzschaden gegen betäubte Feinde
IDS_TEXTCLIENT_INC_003672	Zusatzschaden gegen bekiffte Feinde
IDS_TEXTCLIENT_INC_003673	Zusatzschaden gegen schlafende Feinde
IDS_TEXTCLIENT_INC_003674	Senkung des Attack Speed
IDS_TEXTCLIENT_INC_003675	Senkung der Critical Hit Rate
IDS_TEXTCLIENT_INC_003676	Senkung des Critical Hit Damage
IDS_TEXTCLIENT_INC_003677	Tausche Christmas Token gegen nützliche Sachen
IDS_TEXTCLIENT_INC_003678	Tausche 1 Christmas Token -> 5 GM Fruit Cake
IDS_TEXTCLIENT_INC_003679	Tausche 25 Christmas Token -> 30 GM Fruit Cake
IDS_TEXTCLIENT_INC_003680	Tausche 25 Christmas Token -> 5 Santa's Gift Box
IDS_TEXTCLIENT_INC_003681	Tausche 50 Christmas Token -> 10 Santa's Gift Box
IDS_TEXTCLIENT_INC_003682	Tausche 50 Christmas Token -> 3 Awaken Change Package
IDS_TEXTCLIENT_INC_003683	Tausche 75 Christmas Token -> 5 Awaken Change Package
IDS_TEXTCLIENT_INC_003684	Tausche 75 Christmas Token -> 3 Mystery Pouch
IDS_TEXTCLIENT_INC_003685	Tausche 100 Christmas Token -> 1 Christmas Fairy Pet
IDS_TEXTCLIENT_INC_003686	Aussehen zu %s geändert.
IDS_TEXTCLIENT_INC_003687	Aussehen eines Gegenstandes verändern
IDS_TEXTCLIENT_INC_003688	Du kannst keinen Gegenstand kaufen, den du registriert hast.
IDS_TEXTCLIENT_INC_003689	Möchtest du den Gegenstand %s verkaufen? Die Gebühr beträgt %d Penya.
IDS_TEXTCLIENT_INC_003690	Du kannst nur Gegenstände registrieren, die im Inventar liegen.
IDS_TEXTCLIENT_INC_003691	Der Gegenstand, von dem das Aussehen extrahiert werden soll, wird dabei zerstört. Willst du weitermachen?
IDS_TEXTCLIENT_INC_003692	IDS_TEXTCLIENT_INC_003692
IDS_TEXTCLIENT_INC_003693	IDS_TEXTCLIENT_INC_003693
IDS_TEXTCLIENT_INC_003694	IDS_TEXTCLIENT_INC_003694
IDS_TEXTCLIENT_INC_003695	IDS_TEXTCLIENT_INC_003695
IDS_TEXTCLIENT_INC_003696	IDS_TEXTCLIENT_INC_003696
IDS_TEXTCLIENT_INC_003697	Um das Aussehen zu übertragen, können nur Gegenstände für das gleiche Geschlecht genutzt werden.
IDS_TEXTCLIENT_INC_003698	Öffnen des Gegenstandes bindet diesen an den Charakter und die Zeit beginnt zu laufen. Möchtest du fortfahren?
IDS_TEXTCLIENT_INC_003699	You may not discharge sealing since you have same item
IDS_TEXTCLIENT_INC_003700	IDS_TEXTCLIENT_INC_003700
IDS_TEXTCLIENT_INC_003701	IDS_TEXTCLIENT_INC_003701
IDS_TEXTCLIENT_INC_003702	IDS_TEXTCLIENT_INC_003702
IDS_TEXTCLIENT_INC_003703	Eldine's Jar nicht aktiv
IDS_TEXTCLIENT_INC_003704	Gespeicherte HP : %d
IDS_TEXTCLIENT_INC_003705	OK
IDS_TEXTCLIENT_INC_003706	Reset
IDS_TEXTCLIENT_INC_003707	Weiter
IDS_TEXTCLIENT_INC_003708	Schliessen
IDS_TEXTCLIENT_INC_003709	Previous
IDS_TEXTCLIENT_INC_003710	OK
IDS_TEXTCLIENT_INC_003711	Abbruch
IDS_TEXTCLIENT_INC_003712	Du benötigst ein Merchant Agreement, um mehr Gegenstände registrieren zu können.
IDS_TEXTCLIENT_INC_003713	EXP: %I64d / %I64d (%.2f%%)
IDS_TEXTCLIENT_INC_003714	enthält
IDS_TEXTCLIENT_INC_003715	genauer Begriff
IDS_TEXTCLIENT_INC_003716	
IDS_TEXTCLIENT_INC_003717	
IDS_TEXTCLIENT_INC_003718	Ausgewählter Gegenstand wurde bereits registriert.
IDS_TEXTCLIENT_INC_003719	Möchtest du den Gegenstand kaufen? Dieser wird dir per ingame Mail zugeschickt. Beachte, dass die Mail nach 15 Tagen gelöscht wird.
IDS_TEXTCLIENT_INC_003720	Du hast bereits die maximal Anzahl des Gegenstandes.
IDS_TEXTCLIENT_INC_003721	Maximale Anzahl erreicht, mehr können nicht registriert werden.
IDS_TEXTCLIENT_INC_003722	Teleport zum Madrigal Market
IDS_TEXTCLIENT_INC_003723	Teleport in die Stadt
IDS_TEXTCLIENT_INC_003724	Möchtest du in die Stadt teleportieren?
IDS_TEXTCLIENT_INC_003725	Start
IDS_TEXTCLIENT_INC_003726	Stop
IDS_TEXTCLIENT_INC_003727	Minimale Anzahl erreicht, weniger können nicht registriert werden.
IDS_TEXTCLIENT_INC_003728	Es wurde kein Gegenstand gefunden.
IDS_TEXTCLIENT_INC_003729	Accept
IDS_TEXTCLIENT_INC_003730	Decline
IDS_TEXTCLIENT_INC_003731	Pet
IDS_TEXTCLIENT_INC_003732	Pick-Up Pet
IDS_TEXTCLIENT_INC_003733	Egg
IDS_TEXTCLIENT_INC_003734	Rear Pet
IDS_TEXTCLIENT_INC_003735	Buff Pet
IDS_TEXTCLIENT_INC_003736	Ausgewählter Gegenstand kann nicht registriert werden.
IDS_TEXTCLIENT_INC_003737	
IDS_TEXTCLIENT_INC_003738	Hallo, ich bin der Silver Heart Händler. Ich kann deine gesammelten Silver Hearts eintauschen, sofern du welche von Monstern erbeuten konntest.
IDS_TEXTCLIENT_INC_003739	10 Silver Heart -> Silver Heart Gift Box (10)
IDS_TEXTCLIENT_INC_003740	50 Silver Heart -> 3 Grilled Eel
IDS_TEXTCLIENT_INC_003741	100 Silver Heart -> Silver Heart Gift Box (100)
IDS_TEXTCLIENT_INC_003742	300 Silver Heart -> Silver Heart Gift Box (300)
IDS_TEXTCLIENT_INC_003743	500 Silver Heart -> Silver Heart Gift Box (500)
IDS_TEXTCLIENT_INC_003744	1000 Silver Heart -> Crystal of Rest
IDS_TEXTCLIENT_INC_003745	5000 Silver Heart-> Cute Baby Draco
IDS_TEXTCLIENT_INC_003746	5000 Silver Heart -> Hybrid Lykan
IDS_TEXTCLIENT_INC_003747	20000 Silver Heart -> Cloak of Bravery
IDS_TEXTCLIENT_INC_003748	20000 Silver Heart -> Prophecy Dark Wings
IDS_TEXTCLIENT_INC_003749	20000 Silver Heart -> Prophecy Light Wings
IDS_TEXTCLIENT_INC_003750	Du brauchst einen RPS Coupon? Ich kann welche gegen Kürbisse eintauschen, falls du welche hast!
IDS_TEXTCLIENT_INC_003751	Tausch 5 Pumpkins und 50.000 Penya gegen einen RPS Coupon 
IDS_TEXTCLIENT_INC_003752	Tausche RPS Coupon
IDS_TEXTCLIENT_INC_003753	
IDS_TEXTCLIENT_INC_003754	
IDS_TEXTCLIENT_INC_003755	
IDS_TEXTCLIENT_INC_003756	Umtausch von Dragon King's Mask und Dragon King's Cloak
IDS_TEXTCLIENT_INC_003757	Hier kannst du deine alten Drachenmasken und -umhänge in männliche oder weibliche Drachenkönigsmasken und-umhänge umtauschen.
IDS_TEXTCLIENT_INC_003758	Destruction Dragon Cloak > Destructive D.K.'s Cloak (M)
IDS_TEXTCLIENT_INC_003759	Destruction Dragon Cloak > Destructive D.K.'s Cloak (F)
IDS_TEXTCLIENT_INC_003760	Lightspeed Dragon Cloak > Lightspeed D.K.'s Cloak (M)
IDS_TEXTCLIENT_INC_003761	Lightspeed Dragon Cloak > Lightspeed D.K.'s Cloak (F)
IDS_TEXTCLIENT_INC_003762	Almighty Dragon Cloak > Almighty Dragon King's Cloak (M)
IDS_TEXTCLIENT_INC_003763	Almighty Dragon Cloak > Almighty Dragon King's Cloak (F)
IDS_TEXTCLIENT_INC_003764	Destructive D.K.'s Mask > Destructive D.K.'s Mask (M)
IDS_TEXTCLIENT_INC_003765	Destructive D.K.'s Mask > Destructive D.K.'s Mask (F)
IDS_TEXTCLIENT_INC_003766	Lightspeed D.K.'s Mask > Lightspeed D.K.'s Mask (M)
IDS_TEXTCLIENT_INC_003767	Lightspeed D.K.'s Mask > Lightspeed D.K.'s Mask (F)
IDS_TEXTCLIENT_INC_003768	Almighty D.K.'s Mask > Almighty D.K.'s Mask (M)
IDS_TEXTCLIENT_INC_003769	Almighty D.K.'s Mask > Almighty D.K.'s Mask (F)
IDS_TEXTCLIENT_INC_003770	
IDS_TEXTCLIENT_INC_003771	Du hast keine Change Awakening Scroll
IDS_TEXTCLIENT_INC_003772	Du kannst keinen Gegenstand nutzen, der nicht erweckt wurde.
IDS_TEXTCLIENT_INC_003773	Du kannst nur erweckte Gegenstände nutzen, die mehr als 2 Erweckungen haben.
IDS_TEXTCLIENT_INC_003774	Geändert : %s   --> %s 
IDS_TEXTCLIENT_INC_003775	IDS_TEXTCLIENT_INC_003775
IDS_TEXTCLIENT_INC_003776	Wenn deine Punkte voll sind, kannst du die Belohnung für die %d . Stufe erhalten.  Wie bekommt man \nPunkte und wovon hängen diese ab \n- Ausgeloggt: sehr wenige \n- Eingeloggt: wenige \n-Jagd von Monstern angemessenem Levels: normal \n- Jagd von Monstern höheren Levels: erhöht \n- Jagd von Boss Monstern angemessenem Levels: viele
IDS_TEXTCLIENT_INC_003777	Derzeitige Stufe : %d \n
IDS_TEXTCLIENT_INC_003778	Status : %d%% / 100%% \n
IDS_TEXTCLIENT_INC_003779	Madrigal's Gift: %s!
IDS_TEXTCLIENT_INC_003780	Geschützte Gegenstände können nicht benutzt werden.
IDS_TEXTCLIENT_INC_003781	Gerufene Pets können nicht benutzt werden. Bitte entlasse das Pet und versuche es erneut.
IDS_TEXTCLIENT_INC_003782	Stop
IDS_TEXTCLIENT_INC_003783	Du hast eine Scroll of Party Growth benutzt. Das Level deiner Party ist nun 40 und du hast einige Party Punkte bekommen.Point will be given
IDS_TEXTCLIENT_INC_003784	Du hast eine Scroll of Party Amplification benutzt.
IDS_TEXTCLIENT_INC_003785	Scroll of Party Amplification läuft bereits. Du kannst einer weitere Scroll erst nach Ablauf  des Effekts benutzen.
IDS_TEXTCLIENT_INC_003786	Derzeitige Stufe: %d / Level %s %d Belohnung \n
IDS_TEXTCLIENT_INC_003787	Nächste Stufe : %d / Level %s %d Belohnung \n
IDS_TEXTCLIENT_INC_003788	Du kannst hier mit der linken Maustaste klicken, um die Belohnung für die %d . Stufe zu bekommen. Anschliessend wird das System auf Stufe 0 zurückgesetzt.
IDS_TEXTCLIENT_INC_003789	Nur Party Leader können den Gegenstand benutzen.
IDS_TEXTCLIENT_INC_003790	Du bist in keiner Party. Bitte gründe eine Party und versuche es erneut.
IDS_TEXTCLIENT_INC_003791	Du hast genügend Punkte, um eine Belohnung zu erhalten.
IDS_TEXTCLIENT_INC_003792	Du hast nicht genug Platz im Inventar, um deine Belohnung zu bekommen. Versuche es später noch einmal.
IDS_TEXTCLIENT_INC_003793	Du hast durch Madrigal's Gift %s Penya bekommen.
IDS_TEXTCLIENT_INC_003794	%s Penya wurden dir per ingame Mail zugeschickt, da du schon die maximale Anzahl an Penya besitzt.
IDS_TEXTCLIENT_INC_003795	unbegrenzt
IDS_TEXTCLIENT_INC_003796	Das Party Level ist bereits 40. Du kannst den Gegenstand nicht benutzen.
