IDS_PROPMOVER_TXT_000000	Default
IDS_PROPMOVER_TXT_001774	
IDS_PROPMOVER_TXT_001775	
IDS_PROPMOVER_TXT_001776	
IDS_PROPMOVER_TXT_001777	
IDS_PROPMOVER_TXT_001778	
IDS_PROPMOVER_TXT_001779	
IDS_PROPMOVER_TXT_001780	
IDS_PROPMOVER_TXT_001781	
IDS_PROPMOVER_TXT_001782	
IDS_PROPMOVER_TXT_001783	
IDS_PROPMOVER_TXT_001784	
IDS_PROPMOVER_TXT_001785	
IDS_PROPMOVER_TXT_001786	
IDS_PROPMOVER_TXT_001787	
IDS_PROPMOVER_TXT_001788	
IDS_PROPMOVER_TXT_001789	
IDS_PROPMOVER_TXT_001790	
IDS_PROPMOVER_TXT_001791	
IDS_PROPMOVER_TXT_001792	
IDS_PROPMOVER_TXT_001793	
IDS_PROPMOVER_TXT_001794	
IDS_PROPMOVER_TXT_001795	
IDS_PROPMOVER_TXT_001796	
IDS_PROPMOVER_TXT_001797	
IDS_PROPMOVER_TXT_001798	[Event NPC] Pong
IDS_PROPMOVER_TXT_001799	
IDS_PROPMOVER_TXT_001800	Mr Zombie
IDS_PROPMOVER_TXT_001801	
IDS_PROPMOVER_TXT_001802	Mrs Zombie
IDS_PROPMOVER_TXT_001803	
IDS_PROPMOVER_TXT_001804	Little Zombie
IDS_PROPMOVER_TXT_001805	
IDS_PROPMOVER_TXT_001806	
IDS_PROPMOVER_TXT_001807	
IDS_PROPMOVER_TXT_001808	Chris
IDS_PROPMOVER_TXT_001809	
IDS_PROPMOVER_TXT_001810	Arai
IDS_PROPMOVER_TXT_001811	
IDS_PROPMOVER_TXT_001812	[Event Umtausch] Bibbido
IDS_PROPMOVER_TXT_001813	
IDS_PROPMOVER_TXT_001814	Mr Zombie
IDS_PROPMOVER_TXT_001815	
IDS_PROPMOVER_TXT_001816	Mrs Zombie
IDS_PROPMOVER_TXT_001817	
IDS_PROPMOVER_TXT_001818	
IDS_PROPMOVER_TXT_001819	
IDS_PROPMOVER_TXT_001820	
IDS_PROPMOVER_TXT_001821	
IDS_PROPMOVER_TXT_001822	
IDS_PROPMOVER_TXT_001823	
IDS_PROPMOVER_TXT_001824	Took Took
IDS_PROPMOVER_TXT_001825	
IDS_PROPMOVER_TXT_001826	Cute Red Pang
IDS_PROPMOVER_TXT_001827	
IDS_PROPMOVER_TXT_001828	[Expeditionsleiter] Lukas
IDS_PROPMOVER_TXT_001829	
IDS_PROPMOVER_TXT_001830	Pinanoco
IDS_PROPMOVER_TXT_001831	
IDS_PROPMOVER_TXT_001832	Raundas
IDS_PROPMOVER_TXT_001833	
IDS_PROPMOVER_TXT_001834	Basilisk
IDS_PROPMOVER_TXT_001835	
IDS_PROPMOVER_TXT_001836	Horndragoon
IDS_PROPMOVER_TXT_001837	
IDS_PROPMOVER_TXT_001838	Tamed Horndragoon
IDS_PROPMOVER_TXT_001839	
IDS_PROPMOVER_TXT_001840	Betuin Hunter
IDS_PROPMOVER_TXT_001841	
IDS_PROPMOVER_TXT_001842	Betuin Warrior
IDS_PROPMOVER_TXT_001843	
IDS_PROPMOVER_TXT_001844	Betuin Druid
IDS_PROPMOVER_TXT_001845	
IDS_PROPMOVER_TXT_001846	Tamed Thorn Gekko
IDS_PROPMOVER_TXT_001847	
IDS_PROPMOVER_TXT_001848	Guardian of Passino
IDS_PROPMOVER_TXT_001849	
IDS_PROPMOVER_TXT_001850	Baby Draco
IDS_PROPMOVER_TXT_001851	
IDS_PROPMOVER_TXT_001852	Guardian of Balt
IDS_PROPMOVER_TXT_001853	
IDS_PROPMOVER_TXT_001854	Draco
IDS_PROPMOVER_TXT_001855	
IDS_PROPMOVER_TXT_001856	Cave Creeper
IDS_PROPMOVER_TXT_001857	
IDS_PROPMOVER_TXT_001858	Horn Dog
IDS_PROPMOVER_TXT_001859	
IDS_PROPMOVER_TXT_001860	Betuin Outcast
IDS_PROPMOVER_TXT_001861	
IDS_PROPMOVER_TXT_001862	Hydros
IDS_PROPMOVER_TXT_001863	
IDS_PROPMOVER_TXT_001864	Betuin Mage
IDS_PROPMOVER_TXT_001865	
IDS_PROPMOVER_TXT_001866	Thorn Gekko
IDS_PROPMOVER_TXT_001867	
IDS_PROPMOVER_TXT_001868	Ideluna
IDS_PROPMOVER_TXT_001869	
IDS_PROPMOVER_TXT_001870	Gigaka
IDS_PROPMOVER_TXT_001871	
IDS_PROPMOVER_TXT_001872	Soldier Giant Bang
IDS_PROPMOVER_TXT_001873	
IDS_PROPMOVER_TXT_001874	Soldier Giant Wagsaac
IDS_PROPMOVER_TXT_001875	
IDS_PROPMOVER_TXT_001876	Soldier Giant Red Mantis
IDS_PROPMOVER_TXT_001877	
IDS_PROPMOVER_TXT_001878	Soldier Giant Jack the Hammer
IDS_PROPMOVER_TXT_001879	
IDS_PROPMOVER_TXT_001880	Soldier Giant Bucrow
IDS_PROPMOVER_TXT_001881	
IDS_PROPMOVER_TXT_001882	Soldier Giant Hobo
IDS_PROPMOVER_TXT_001883	
IDS_PROPMOVER_TXT_001884	Soldier Giant Rockepeller
IDS_PROPMOVER_TXT_001885	
IDS_PROPMOVER_TXT_001886	Soldier Giant Steam Walker
IDS_PROPMOVER_TXT_001887	
IDS_PROPMOVER_TXT_001888	Soldier Giant Grrr
IDS_PROPMOVER_TXT_001889	
IDS_PROPMOVER_TXT_001890	Soldier Giant Greemong
IDS_PROPMOVER_TXT_001891	
IDS_PROPMOVER_TXT_001892	Soldier Giant Luia
IDS_PROPMOVER_TXT_001893	
IDS_PROPMOVER_TXT_001894	Soldier Giant Gongury
IDS_PROPMOVER_TXT_001895	
IDS_PROPMOVER_TXT_001896	Soldier Giant Kern
IDS_PROPMOVER_TXT_001897	
IDS_PROPMOVER_TXT_001898	Soldier Meteonyker
IDS_PROPMOVER_TXT_001899	
IDS_PROPMOVER_TXT_001900	Soldier CyclopsX
IDS_PROPMOVER_TXT_001901	
IDS_PROPMOVER_TXT_001902	Elite Spirit of Death Opnis
IDS_PROPMOVER_TXT_001903	
IDS_PROPMOVER_TXT_001904	Elite Giant Raccoon
IDS_PROPMOVER_TXT_001905	
IDS_PROPMOVER_TXT_001906	Elite Giant Meteonyker
IDS_PROPMOVER_TXT_001907	
IDS_PROPMOVER_TXT_001908	Elite Clockworks
IDS_PROPMOVER_TXT_001909	
IDS_PROPMOVER_TXT_001910	Elite Big Foot
IDS_PROPMOVER_TXT_001911	
IDS_PROPMOVER_TXT_001912	Elite Lucifer
IDS_PROPMOVER_TXT_001913	
IDS_PROPMOVER_TXT_001914	Elite Lykanos
IDS_PROPMOVER_TXT_001915	
IDS_PROPMOVER_TXT_001916	Elite Vampine
IDS_PROPMOVER_TXT_001917	
IDS_PROPMOVER_TXT_001918	Elite Skeleton General
IDS_PROPMOVER_TXT_001919	
IDS_PROPMOVER_TXT_001920	Elite Turtle King
IDS_PROPMOVER_TXT_001921	
IDS_PROPMOVER_TXT_001922	Elite Lycan Barga
IDS_PROPMOVER_TXT_001923	
IDS_PROPMOVER_TXT_001924	Elite Murano
IDS_PROPMOVER_TXT_001925	
IDS_PROPMOVER_TXT_001926	Elite Basilisk
IDS_PROPMOVER_TXT_001927	
IDS_PROPMOVER_TXT_001928	Elite Sharp Canine Kalgas
IDS_PROPMOVER_TXT_001929	
IDS_PROPMOVER_TXT_001930	Elite Devos
IDS_PROPMOVER_TXT_001931	
IDS_PROPMOVER_TXT_001932	Red Snowman
IDS_PROPMOVER_TXT_001933	
IDS_PROPMOVER_TXT_001934	Nerdy Giant Bang
IDS_PROPMOVER_TXT_001935	
IDS_PROPMOVER_TXT_001936	Stupid Giant Wagsaac
IDS_PROPMOVER_TXT_001937	
IDS_PROPMOVER_TXT_001938	Hungry Giant Red Mantis
IDS_PROPMOVER_TXT_001939	
IDS_PROPMOVER_TXT_001940	Old Giant Jack the Hammer
IDS_PROPMOVER_TXT_001941	
IDS_PROPMOVER_TXT_001942	Thick Head Giant Bucrow
IDS_PROPMOVER_TXT_001943	
IDS_PROPMOVER_TXT_001944	Bad aim Giant Hobo
IDS_PROPMOVER_TXT_001945	
IDS_PROPMOVER_TXT_001946	Fat Giant Rockefeller
IDS_PROPMOVER_TXT_001947	
IDS_PROPMOVER_TXT_001948	Empty can Giant Steam Walker
IDS_PROPMOVER_TXT_001949	
IDS_PROPMOVER_TXT_001950	Smelly Giant Grrr
IDS_PROPMOVER_TXT_001951	
IDS_PROPMOVER_TXT_001952	Melted Giant Greemong
IDS_PROPMOVER_TXT_001953	
IDS_PROPMOVER_TXT_001954	Burnt Giant Luia
IDS_PROPMOVER_TXT_001955	
IDS_PROPMOVER_TXT_001956	Construct working Giant Gongury
IDS_PROPMOVER_TXT_001957	
IDS_PROPMOVER_TXT_001958	Bad joint Giant Kern
IDS_PROPMOVER_TXT_001959	
IDS_PROPMOVER_TXT_001960	Broken Wing Meteonyker
IDS_PROPMOVER_TXT_001961	
IDS_PROPMOVER_TXT_001962	Small Brained CyclopsX
IDS_PROPMOVER_TXT_001963	
IDS_PROPMOVER_TXT_001964	Shy Spirit of Death Opnis
IDS_PROPMOVER_TXT_001965	
IDS_PROPMOVER_TXT_001966	Big belly Giant Raccoon
IDS_PROPMOVER_TXT_001967	
IDS_PROPMOVER_TXT_001968	Bad Landing Meteonyker
IDS_PROPMOVER_TXT_001969	
IDS_PROPMOVER_TXT_001970	Missing parts Clockworks
IDS_PROPMOVER_TXT_001971	
IDS_PROPMOVER_TXT_001972	Banana eaten Bigfoot
IDS_PROPMOVER_TXT_001973	
IDS_PROPMOVER_TXT_001974	Love sick Lucifer
IDS_PROPMOVER_TXT_001975	
IDS_PROPMOVER_TXT_001976	Bad eyes Lykanos
IDS_PROPMOVER_TXT_001977	
IDS_PROPMOVER_TXT_001978	Awaken Vampine
IDS_PROPMOVER_TXT_001979	
IDS_PROPMOVER_TXT_001980	Diet side effect Skeleton General
IDS_PROPMOVER_TXT_001981	
IDS_PROPMOVER_TXT_001982	Heavy Shell Turtle King
IDS_PROPMOVER_TXT_001983	
IDS_PROPMOVER_TXT_001984	Obesity Lycan Barga
IDS_PROPMOVER_TXT_001985	
IDS_PROPMOVER_TXT_001986	Furs on fire Murano
IDS_PROPMOVER_TXT_001987	
IDS_PROPMOVER_TXT_001988	Tangled step Basilisk
IDS_PROPMOVER_TXT_001989	
IDS_PROPMOVER_TXT_001990	Neck stucked to Floor Kalgas
IDS_PROPMOVER_TXT_001991	
IDS_PROPMOVER_TXT_001992	Skinny Skeleton Devil
IDS_PROPMOVER_TXT_001993	
IDS_PROPMOVER_TXT_001994	Hydra Egg
IDS_PROPMOVER_TXT_001995	
IDS_PROPMOVER_TXT_001996	Passino Statue
IDS_PROPMOVER_TXT_001997	
IDS_PROPMOVER_TXT_001998	Balt Statue
IDS_PROPMOVER_TXT_001999	
IDS_PROPMOVER_TXT_002000	Fluffy
IDS_PROPMOVER_TXT_002001	
IDS_PROPMOVER_TXT_002002	Lizer
IDS_PROPMOVER_TXT_002003	
IDS_PROPMOVER_TXT_002004	Mr Tea
IDS_PROPMOVER_TXT_002005	
IDS_PROPMOVER_TXT_002006	Little Snowmonster
IDS_PROPMOVER_TXT_002007	
IDS_PROPMOVER_TXT_002008	The Grinch
IDS_PROPMOVER_TXT_002009	
IDS_PROPMOVER_TXT_002010	Rudolph
IDS_PROPMOVER_TXT_002011	
IDS_PROPMOVER_TXT_002012	Event Rockefeller
IDS_PROPMOVER_TXT_002013	
IDS_PROPMOVER_TXT_002014	Event Mosbee
IDS_PROPMOVER_TXT_002015	
IDS_PROPMOVER_TXT_002016	Event Potato Boss
IDS_PROPMOVER_TXT_002017	
IDS_PROPMOVER_TXT_002018	Event Baby Cargo
IDS_PROPMOVER_TXT_002019	
IDS_PROPMOVER_TXT_002020	[Personal Assistent] Günni K
IDS_PROPMOVER_TXT_002021	
IDS_PROPMOVER_TXT_002022	[King of Development Team] Producer Kim
IDS_PROPMOVER_TXT_002023	
IDS_PROPMOVER_TXT_002024	Event Potato Boss
IDS_PROPMOVER_TXT_002025	
IDS_PROPMOVER_TXT_002026	Cute Bear
IDS_PROPMOVER_TXT_002027	
IDS_PROPMOVER_TXT_002028	Spirit of Upgrade Coby
IDS_PROPMOVER_TXT_002029	
IDS_PROPMOVER_TXT_002030	Spirit of Upgrade Piers
IDS_PROPMOVER_TXT_002031	
IDS_PROPMOVER_TXT_002032	Love Stealer
IDS_PROPMOVER_TXT_002033	
IDS_PROPMOVER_TXT_002034	Cute Rabbit Spirit
IDS_PROPMOVER_TXT_002035	
IDS_PROPMOVER_TXT_002036	Spende NPC
IDS_PROPMOVER_TXT_002037	
IDS_PROPMOVER_TXT_002038	Robot Demon
IDS_PROPMOVER_TXT_002039	
IDS_PROPMOVER_TXT_002040	Cute Teddy Bear
IDS_PROPMOVER_TXT_002041	
IDS_PROPMOVER_TXT_002042	Silverwing Harpyness
IDS_PROPMOVER_TXT_002043	
IDS_PROPMOVER_TXT_002044	Mougus
IDS_PROPMOVER_TXT_002045	
IDS_PROPMOVER_TXT_002046	Wing Mougus
IDS_PROPMOVER_TXT_002047	
IDS_PROPMOVER_TXT_002048	Mespi
IDS_PROPMOVER_TXT_002049	
IDS_PROPMOVER_TXT_002050	Wind Mespi
IDS_PROPMOVER_TXT_002051	
IDS_PROPMOVER_TXT_002052	Red Harpy
IDS_PROPMOVER_TXT_002053	
IDS_PROPMOVER_TXT_002054	Blue Harpy
IDS_PROPMOVER_TXT_002055	
IDS_PROPMOVER_TXT_002056	Hippogriph
IDS_PROPMOVER_TXT_002057	
IDS_PROPMOVER_TXT_002058	Rapra
IDS_PROPMOVER_TXT_002059	
IDS_PROPMOVER_TXT_002060	Flame
IDS_PROPMOVER_TXT_002061	
IDS_PROPMOVER_TXT_002062	Oldrut
IDS_PROPMOVER_TXT_002063	
IDS_PROPMOVER_TXT_002064	Minimushu
IDS_PROPMOVER_TXT_002065	
IDS_PROPMOVER_TXT_002066	Ladyblum
IDS_PROPMOVER_TXT_002067	
IDS_PROPMOVER_TXT_002068	Nightmist
IDS_PROPMOVER_TXT_002069	
IDS_PROPMOVER_TXT_002070	Queen Entaness
IDS_PROPMOVER_TXT_002071	
IDS_PROPMOVER_TXT_002072	Starved Shark
IDS_PROPMOVER_TXT_002073	
IDS_PROPMOVER_TXT_002074	Merman
IDS_PROPMOVER_TXT_002075	
IDS_PROPMOVER_TXT_002076	Mermaid
IDS_PROPMOVER_TXT_002077	
IDS_PROPMOVER_TXT_002078	Old Turtle
IDS_PROPMOVER_TXT_002079	
IDS_PROPMOVER_TXT_002080	Violent Merman
IDS_PROPMOVER_TXT_002081	
IDS_PROPMOVER_TXT_002082	Evolve Mermaid
IDS_PROPMOVER_TXT_002083	
IDS_PROPMOVER_TXT_002084	Siren
IDS_PROPMOVER_TXT_002085	
IDS_PROPMOVER_TXT_002086	Kraken
IDS_PROPMOVER_TXT_002087	
IDS_PROPMOVER_TXT_002088	Polluted Flame
IDS_PROPMOVER_TXT_002089	
IDS_PROPMOVER_TXT_002090	Polluted Rapra
IDS_PROPMOVER_TXT_002091	
IDS_PROPMOVER_TXT_002092	Polluted Oldrut
IDS_PROPMOVER_TXT_002093	
IDS_PROPMOVER_TXT_002094	Polluted Minimushu
IDS_PROPMOVER_TXT_002095	
IDS_PROPMOVER_TXT_002096	Polluted Ladyblum
IDS_PROPMOVER_TXT_002097	
IDS_PROPMOVER_TXT_002098	Polluted Nightmist
IDS_PROPMOVER_TXT_002099	
IDS_PROPMOVER_TXT_002100	Polluted Queen Entaness
IDS_PROPMOVER_TXT_002101	
IDS_PROPMOVER_TXT_002102	Abyssal Starved Shark
IDS_PROPMOVER_TXT_002103	
IDS_PROPMOVER_TXT_002104	Abyssal Merman
IDS_PROPMOVER_TXT_002105	
IDS_PROPMOVER_TXT_002106	Abyssal Mermaid
IDS_PROPMOVER_TXT_002107	
IDS_PROPMOVER_TXT_002108	Abyssal Old Turtle
IDS_PROPMOVER_TXT_002109	
IDS_PROPMOVER_TXT_002110	Abyssal Violent Merman
IDS_PROPMOVER_TXT_002111	
IDS_PROPMOVER_TXT_002112	Abyssal Evolve Mermaid
IDS_PROPMOVER_TXT_002113	
IDS_PROPMOVER_TXT_002114	Abyssal Siren
IDS_PROPMOVER_TXT_002115	
IDS_PROPMOVER_TXT_002116	Abyssal Kraken
IDS_PROPMOVER_TXT_002117	
IDS_PROPMOVER_TXT_002118	Expert Mougus
IDS_PROPMOVER_TXT_002119	
IDS_PROPMOVER_TXT_002120	Expert Wing Mougus
IDS_PROPMOVER_TXT_002121	
IDS_PROPMOVER_TXT_002122	Expert Mespi
IDS_PROPMOVER_TXT_002123	
IDS_PROPMOVER_TXT_002124	Expert Wind Mespi
IDS_PROPMOVER_TXT_002125	
IDS_PROPMOVER_TXT_002126	Expert Red Harpy
IDS_PROPMOVER_TXT_002127	
IDS_PROPMOVER_TXT_002128	Expert Blue Harpy
IDS_PROPMOVER_TXT_002129	
IDS_PROPMOVER_TXT_002130	Expert Hippogriph
IDS_PROPMOVER_TXT_002131	
IDS_PROPMOVER_TXT_002132	Expert Silverwing Harpyness
IDS_PROPMOVER_TXT_002133	
IDS_PROPMOVER_TXT_002134	2nd Class Teleporter
IDS_PROPMOVER_TXT_002135	
IDS_PROPMOVER_TXT_002136	Sanpres
IDS_PROPMOVER_TXT_002137	
IDS_PROPMOVER_TXT_002138	Raelra
IDS_PROPMOVER_TXT_002139	
IDS_PROPMOVER_TXT_002140	Flami
IDS_PROPMOVER_TXT_002141	
IDS_PROPMOVER_TXT_002142	Reonan
IDS_PROPMOVER_TXT_002143	
IDS_PROPMOVER_TXT_002144	Nerco
IDS_PROPMOVER_TXT_002145	
IDS_PROPMOVER_TXT_002146	Hael
IDS_PROPMOVER_TXT_002147	
IDS_PROPMOVER_TXT_002148	Handel
IDS_PROPMOVER_TXT_002149	
IDS_PROPMOVER_TXT_002150	Reodos
IDS_PROPMOVER_TXT_002151	
IDS_PROPMOVER_TXT_002152	Zoro
IDS_PROPMOVER_TXT_002153	
IDS_PROPMOVER_TXT_002154	Alain
IDS_PROPMOVER_TXT_002155	
IDS_PROPMOVER_TXT_002156	Ainher
IDS_PROPMOVER_TXT_002157	
IDS_PROPMOVER_TXT_002158	Sury
IDS_PROPMOVER_TXT_002159	
IDS_PROPMOVER_TXT_002160	Ripper
IDS_PROPMOVER_TXT_002161	
IDS_PROPMOVER_TXT_002162	Potato
IDS_PROPMOVER_TXT_002163	
IDS_PROPMOVER_TXT_002164	Arena Manager
IDS_PROPMOVER_TXT_002165	
IDS_PROPMOVER_TXT_002166	Cute Baby Draco
IDS_PROPMOVER_TXT_002167	
IDS_PROPMOVER_TXT_002168	Driko
IDS_PROPMOVER_TXT_002169	
IDS_PROPMOVER_TXT_002170	Cute Matryoshka 
IDS_PROPMOVER_TXT_002171	
IDS_PROPMOVER_TXT_002172	[Marktplatz Teleporter] Shine
IDS_PROPMOVER_TXT_002173	
IDS_PROPMOVER_TXT_002174	[Marktschreier] Rangpang
IDS_PROPMOVER_TXT_002175	
IDS_PROPMOVER_TXT_002176	[Marktschreier] Ponyang
IDS_PROPMOVER_TXT_002177	
IDS_PROPMOVER_TXT_002178	[Marktschreier] Leon
IDS_PROPMOVER_TXT_002179	
IDS_PROPMOVER_TXT_002180	[Marktschreier] Tom
IDS_PROPMOVER_TXT_002181	
IDS_PROPMOVER_TXT_002182	[Marktschreier] Rango
IDS_PROPMOVER_TXT_002183	
IDS_PROPMOVER_TXT_002184	[Marktschreier] Toto
IDS_PROPMOVER_TXT_002185	
IDS_PROPMOVER_TXT_002186	[Verwalter] Severance
IDS_PROPMOVER_TXT_002187	
IDS_PROPMOVER_TXT_002188	[Verwalter] Don Jovanni
IDS_PROPMOVER_TXT_002189	
IDS_PROPMOVER_TXT_002190	[Verwalter] Mor Dorin
IDS_PROPMOVER_TXT_002191	
IDS_PROPMOVER_TXT_002192	[Verwalter] Jarcoba
IDS_PROPMOVER_TXT_002193	
IDS_PROPMOVER_TXT_002194	[Verwalter] Mony Zova
IDS_PROPMOVER_TXT_002195	
IDS_PROPMOVER_TXT_002196	[Verwalter] Gav Noni
IDS_PROPMOVER_TXT_002197	
IDS_PROPMOVER_TXT_002198	Mr. Lizard
IDS_PROPMOVER_TXT_002199	
IDS_PROPMOVER_TXT_002200	Blue Chameleon
IDS_PROPMOVER_TXT_002201	
IDS_PROPMOVER_TXT_002202	Yellow Chameleon
IDS_PROPMOVER_TXT_002203	
IDS_PROPMOVER_TXT_002204	Red Chameleon
IDS_PROPMOVER_TXT_002205	
IDS_PROPMOVER_TXT_002206	[Yukata Store] Tifa
IDS_PROPMOVER_TXT_002207	
IDS_PROPMOVER_TXT_002208	Mischievous Present Box
IDS_PROPMOVER_TXT_002209	
IDS_PROPMOVER_TXT_002210	[Flaris Teleporter] Sharon
IDS_PROPMOVER_TXT_002211	
IDS_PROPMOVER_TXT_002212	Strange Collector
IDS_PROPMOVER_TXT_002213	
IDS_PROPMOVER_TXT_002214	Drian
IDS_PROPMOVER_TXT_002215	
IDS_PROPMOVER_TXT_002216	Turtle Guardian
IDS_PROPMOVER_TXT_002217	
IDS_PROPMOVER_TXT_002218	Rabbit Warrior
IDS_PROPMOVER_TXT_002219	
IDS_PROPMOVER_TXT_002220	Rabbit Gladiator
IDS_PROPMOVER_TXT_002221	
IDS_PROPMOVER_TXT_002222	Rabbit Pikeman
IDS_PROPMOVER_TXT_002223	
IDS_PROPMOVER_TXT_002224	Rabbit Assassin
IDS_PROPMOVER_TXT_002225	
IDS_PROPMOVER_TXT_002226	Rabbit Axe
IDS_PROPMOVER_TXT_002227	
IDS_PROPMOVER_TXT_002228	Ivillis Servant
IDS_PROPMOVER_TXT_002229	
IDS_PROPMOVER_TXT_002230	Mr Tea (TW)
IDS_PROPMOVER_TXT_002231	
IDS_PROPMOVER_TXT_002232	Cute Baby Cat
IDS_PROPMOVER_TXT_002233	
IDS_PROPMOVER_TXT_002234	Cute Little Kitty
IDS_PROPMOVER_TXT_002235	
IDS_PROPMOVER_TXT_002236	Baby Fluffy
IDS_PROPMOVER_TXT_002237	
IDS_PROPMOVER_TXT_002238	Baby Ripper 
IDS_PROPMOVER_TXT_002239	
IDS_PROPMOVER_TXT_002240	Baby Mr Tea
IDS_PROPMOVER_TXT_002241	
IDS_PROPMOVER_TXT_002242	Tamed Bolo
IDS_PROPMOVER_TXT_002243
IDS_PROPMOVER_TXT_002244	Flame King Meteoneeker
IDS_PROPMOVER_TXT_002245	
IDS_PROPMOVER_TXT_002246	Cyclops 
IDS_PROPMOVER_TXT_002247	
IDS_PROPMOVER_TXT_002248	Cotaminated Glapen
IDS_PROPMOVER_TXT_002249	
IDS_PROPMOVER_TXT_002250	Glapen Minion 
IDS_PROPMOVER_TXT_002251	
IDS_PROPMOVER_TXT_002252	Contaminated Giant Mushmute
IDS_PROPMOVER_TXT_002253	
IDS_PROPMOVER_TXT_002254	Mushpoie Minion
IDS_PROPMOVER_TXT_002255	
IDS_PROPMOVER_TXT_002256	Contaminated Giant Kururung
IDS_PROPMOVER_TXT_002257	
IDS_PROPMOVER_TXT_002258	Contaminated Wagzag
IDS_PROPMOVER_TXT_002259	
IDS_PROPMOVER_TXT_002260	Contaminated Eyebait
IDS_PROPMOVER_TXT_002261	
IDS_PROPMOVER_TXT_002262	Yggdrasil Queen Ant
IDS_PROPMOVER_TXT_002263	
IDS_PROPMOVER_TXT_002264	Yggdrasil Guardian Ant
IDS_PROPMOVER_TXT_002265	
IDS_PROPMOVER_TXT_002266	Yggdrasil Ant
IDS_PROPMOVER_TXT_002267	
IDS_PROPMOVER_TXT_002268	Yggdrasil Armor Bug
IDS_PROPMOVER_TXT_002269	
IDS_PROPMOVER_TXT_002270	Contaminated Yggdrasil Tree Branch
IDS_PROPMOVER_TXT_002271	
IDS_PROPMOVER_TXT_002272	Contaminated Dryad
IDS_PROPMOVER_TXT_002273	
IDS_PROPMOVER_TXT_002274	Naiphin
IDS_PROPMOVER_TXT_002275	
IDS_PROPMOVER_TXT_002276	Angry Naiphin
IDS_PROPMOVER_TXT_002277	
IDS_PROPMOVER_TXT_002278	Depressed Naiphin
IDS_PROPMOVER_TXT_002279	
IDS_PROPMOVER_TXT_002280	Huge Naiphin
IDS_PROPMOVER_TXT_002281	
IDS_PROPMOVER_TXT_002282	Rosa Mocomochi Pet
IDS_PROPMOVER_TXT_002283	
IDS_PROPMOVER_TXT_002284	Buntes Mocomochi Pet
IDS_PROPMOVER_TXT_002285	
IDS_PROPMOVER_TXT_002286	Schwarze Bulldogge
IDS_PROPMOVER_TXT_002287	
IDS_PROPMOVER_TXT_002288	Roter Drachen
IDS_PROPMOVER_TXT_002289	
IDS_PROPMOVER_TXT_002290	Zombie Pet
IDS_PROPMOVER_TXT_002291	
IDS_PROPMOVER_TXT_002292	Blaues Schnee Pet
IDS_PROPMOVER_TXT_002293	
IDS_PROPMOVER_TXT_002294	Weißes Rudolph Pet
IDS_PROPMOVER_TXT_002295	
IDS_PROPMOVER_TXT_002296	Blaues Santa Pet
IDS_PROPMOVER_TXT_002297	
IDS_PROPMOVER_TXT_002298	Rosa Tigerjunges
IDS_PROPMOVER_TXT_002299	
IDS_PROPMOVER_TXT_002300	Gelbes Tigerjunges
IDS_PROPMOVER_TXT_002301	
IDS_PROPMOVER_TXT_002302	Weißes Tigerjunges
IDS_PROPMOVER_TXT_002303	
IDS_PROPMOVER_TXT_002304	Gezähmter schwarzer Bolo
IDS_PROPMOVER_TXT_002305	
IDS_PROPMOVER_TXT_002306	Grey Dobermann Pet
IDS_PROPMOVER_TXT_002307	
IDS_PROPMOVER_TXT_002308	P900 Robot Devil Pet(P)
IDS_PROPMOVER_TXT_002309	
IDS_PROPMOVER_TXT_002310	P900 Robot Devil Pet(B)
IDS_PROPMOVER_TXT_002311	
IDS_PROPMOVER_TXT_002312	P900 Robot Devil Pet(W)
IDS_PROPMOVER_TXT_002313	
IDS_PROPMOVER_TXT_002314	Red Baby Kargo Pet
IDS_PROPMOVER_TXT_002315	
IDS_PROPMOVER_TXT_002316	Blue Baby Kargo Pet
IDS_PROPMOVER_TXT_002317	
IDS_PROPMOVER_TXT_002318	Green Baby Kargo Pet
IDS_PROPMOVER_TXT_002319	
IDS_PROPMOVER_TXT_002320	Bora Mocomochi
IDS_PROPMOVER_TXT_002321	
IDS_PROPMOVER_TXT_002322	
IDS_PROPMOVER_TXT_002323	
IDS_PROPMOVER_TXT_002324	
IDS_PROPMOVER_TXT_002325	
IDS_PROPMOVER_TXT_002326	
IDS_PROPMOVER_TXT_002327	
IDS_PROPMOVER_TXT_002328	
IDS_PROPMOVER_TXT_002329	
IDS_PROPMOVER_TXT_002330	
IDS_PROPMOVER_TXT_002331	
IDS_PROPMOVER_TXT_002332	
IDS_PROPMOVER_TXT_002333	
IDS_PROPMOVER_TXT_002334	Flame King Meteoneeker Pet
IDS_PROPMOVER_TXT_002335	
IDS_PROPMOVER_TXT_002336	
IDS_PROPMOVER_TXT_002337	
IDS_PROPMOVER_TXT_002338	Jubiläums-Mocomochi
IDS_PROPMOVER_TXT_002339	
IDS_PROPMOVER_TXT_002340	Thanksgiving Mocomochi
IDS_PROPMOVER_TXT_002341	
IDS_PROPMOVER_TXT_002342	IDS_PROPMOVER_TXT_002342
IDS_PROPMOVER_TXT_002343	IDS_PROPMOVER_TXT_002343
IDS_PROPMOVER_TXT_002344	IDS_PROPMOVER_TXT_002344
IDS_PROPMOVER_TXT_002345	IDS_PROPMOVER_TXT_002345
IDS_PROPMOVER_TXT_002346	IDS_PROPMOVER_TXT_002346
IDS_PROPMOVER_TXT_002347	IDS_PROPMOVER_TXT_002347
IDS_PROPMOVER_TXT_002348	Music Fluffy
