IDS_PROPITEM_TXT_000000	Default
IDS_PROPITEM_TXT_025393	Luna's Set (F)
IDS_PROPITEM_TXT_025394	Lunas Set.
IDS_PROPITEM_TXT_025395	Romantic Sol's Hat (M)
IDS_PROPITEM_TXT_025396	Sols romantischer Hut für männliche Charaktere.
IDS_PROPITEM_TXT_025397	Romantic Sol's Suit (M)
IDS_PROPITEM_TXT_025398	Sols romantischer Anzug für männliche Charaktere.
IDS_PROPITEM_TXT_025399	Romantic Sol's Gloves (M)
IDS_PROPITEM_TXT_025400	Sols romantische Handschuhe für männliche Charaktere.
IDS_PROPITEM_TXT_025401	Romantic Sol's Shoes (M)
IDS_PROPITEM_TXT_025402	Sols romantische Schuhe für männliche Charaktere.
IDS_PROPITEM_TXT_025403	Sol's Bag (M)
IDS_PROPITEM_TXT_025404	
IDS_PROPITEM_TXT_025405	Romantic Luna's Hat (F)
IDS_PROPITEM_TXT_025406	Lunas romantischer Hut für weibliche Charaktere.
IDS_PROPITEM_TXT_025407	Romantic Luna's Suit (F)
IDS_PROPITEM_TXT_025408	Lunas romantischer Anzug für weibliche Charaktere.
IDS_PROPITEM_TXT_025409	Romantic Luna's Gloves (F)
IDS_PROPITEM_TXT_025410	Lunas romantische Handschuhe für weibliche Charaktere.
IDS_PROPITEM_TXT_025411	Romantic Luna's Shoes (F)
IDS_PROPITEM_TXT_025412	Lunas romantische Schuhe für weibliche Charaktere.
IDS_PROPITEM_TXT_025413	Luna's Pouch (F)
IDS_PROPITEM_TXT_025414	
IDS_PROPITEM_TXT_025415	Honig
IDS_PROPITEM_TXT_025416	Erhöht 10 Minuten lang Angriff um 5%.
IDS_PROPITEM_TXT_025417	Erdbeeren im Schokoladenmantel
IDS_PROPITEM_TXT_025418	Erhöht 10 Minuten lang alle Stats um 5.
IDS_PROPITEM_TXT_025419	Chilischote
IDS_PROPITEM_TXT_025420	Erhöht 10 Minuten lang kritischen Schaden um 5%.
IDS_PROPITEM_TXT_025421	Granatapfel
IDS_PROPITEM_TXT_025422	Erhöht 10 Minuten lang PvE Schaden um 8%.
IDS_PROPITEM_TXT_025423	Lunas Armband
IDS_PROPITEM_TXT_025424	
IDS_PROPITEM_TXT_025425	Sols Kette
IDS_PROPITEM_TXT_025426	
IDS_PROPITEM_TXT_025427	Liebestasche
IDS_PROPITEM_TXT_025428	
IDS_PROPITEM_TXT_025429	Romantic Glasses
IDS_PROPITEM_TXT_025430	A giveaway glasses from July 2021 Attendance Event. Attributes will be removed on September 1, 2021 Maintenance.
IDS_PROPITEM_TXT_025431	Romantic Sol Magic Box
IDS_PROPITEM_TXT_025432	Get random items: Romantic Sol's Suit (M), Romantic Sol's Shoes (M), Elixir of Cleverness, Courage Potion, Powerful Cookie (F), Powerful Cookie (T), Blueberry Jam, Elixir of Hunting, Cursed Flasks and Hot Ddukguk
IDS_PROPITEM_TXT_025433	Romantic Luna Magic Box
IDS_PROPITEM_TXT_025434	Get random items: Romantic Luna's Suit (F), Romantic Luna's Shoes (F), Energy Potion, Elixir of Hard Stone, Powerful Cookie (I), Powerful Cookie (A), Blueberry Jam, Elixir of Hunting, Cursed Flasks and Hot Ddukguk
IDS_PROPITEM_TXT_025435	2021 Space Samurai Cloak
IDS_PROPITEM_TXT_025436	A giveaway cloak from August 2021 Attendance Event. Attributes will be removed on September 30, 2021 Maintenance.
IDS_PROPITEM_TXT_025437	Man's Box
IDS_PROPITEM_TXT_025438	
IDS_PROPITEM_TXT_025439	Woman's Box
IDS_PROPITEM_TXT_025440	
IDS_PROPITEM_TXT_025441	Rudolph Earrings Box
IDS_PROPITEM_TXT_025442	
IDS_PROPITEM_TXT_025443	Eversnow Earrings Box
IDS_PROPITEM_TXT_025444	
IDS_PROPITEM_TXT_025445	Christmas Fairy Earrings Box
IDS_PROPITEM_TXT_025446	
IDS_PROPITEM_TXT_025447	Christmas Dinner Earrings Box
IDS_PROPITEM_TXT_025448	
IDS_PROPITEM_TXT_025449	Angel Earrings Box
IDS_PROPITEM_TXT_025450	
IDS_PROPITEM_TXT_025451	Pure Angel Earrings Box
IDS_PROPITEM_TXT_025452	
IDS_PROPITEM_TXT_025453	2017 Angel Earrings Box
IDS_PROPITEM_TXT_025454	
IDS_PROPITEM_TXT_025455	Rudolph Rings and Necklace Box
IDS_PROPITEM_TXT_025456	
IDS_PROPITEM_TXT_025457	Eversnow Rings and Necklace Box
IDS_PROPITEM_TXT_025458	
IDS_PROPITEM_TXT_025459	Christmas Fairy Rings and Necklace Box
IDS_PROPITEM_TXT_025460	
IDS_PROPITEM_TXT_025461	Christmas Dinner Rings and Necklace Box
IDS_PROPITEM_TXT_025462	
IDS_PROPITEM_TXT_025463	Angel Rings and Necklace Box
IDS_PROPITEM_TXT_025464	
IDS_PROPITEM_TXT_025465	Pure Angel Rings and Necklace Box
IDS_PROPITEM_TXT_025466	
IDS_PROPITEM_TXT_025467	2017 Angel Rings and Necklace Box
IDS_PROPITEM_TXT_025468	
IDS_PROPITEM_TXT_025469	Clock Bike (White) 7D Box
IDS_PROPITEM_TXT_025470	
IDS_PROPITEM_TXT_025471	Clock Bike (White) 7D
IDS_PROPITEM_TXT_025472	
IDS_PROPITEM_TXT_025473	IDS_PROPITEM_TXT_025473
IDS_PROPITEM_TXT_025474	IDS_PROPITEM_TXT_025474
IDS_PROPITEM_TXT_025475	EXP Boost Lucky Box
IDS_PROPITEM_TXT_025476	
IDS_PROPITEM_TXT_025477	IDS_PROPITEM_TXT_025477
IDS_PROPITEM_TXT_025478	IDS_PROPITEM_TXT_025478
IDS_PROPITEM_TXT_025479	IDS_PROPITEM_TXT_025479
IDS_PROPITEM_TXT_025480	IDS_PROPITEM_TXT_025480
IDS_PROPITEM_TXT_025481	IDS_PROPITEM_TXT_025481
IDS_PROPITEM_TXT_025482	IDS_PROPITEM_TXT_025482
IDS_PROPITEM_TXT_025483	IDS_PROPITEM_TXT_025483
IDS_PROPITEM_TXT_025484	IDS_PROPITEM_TXT_025484
IDS_PROPITEM_TXT_025485	IDS_PROPITEM_TXT_025485
IDS_PROPITEM_TXT_025486	IDS_PROPITEM_TXT_025486
IDS_PROPITEM_TXT_025487	IDS_PROPITEM_TXT_025487
IDS_PROPITEM_TXT_025488	IDS_PROPITEM_TXT_025488
IDS_PROPITEM_TXT_025489	IDS_PROPITEM_TXT_025489
IDS_PROPITEM_TXT_025490	IDS_PROPITEM_TXT_025490
IDS_PROPITEM_TXT_025491	IDS_PROPITEM_TXT_025491
IDS_PROPITEM_TXT_025492	IDS_PROPITEM_TXT_025492
IDS_PROPITEM_TXT_025493	IDS_PROPITEM_TXT_025493
IDS_PROPITEM_TXT_025494	IDS_PROPITEM_TXT_025494
IDS_PROPITEM_TXT_025495	IDS_PROPITEM_TXT_025495
IDS_PROPITEM_TXT_025496	IDS_PROPITEM_TXT_025496
IDS_PROPITEM_TXT_025497	IDS_PROPITEM_TXT_025497
IDS_PROPITEM_TXT_025498	IDS_PROPITEM_TXT_025498
IDS_PROPITEM_TXT_025499	IDS_PROPITEM_TXT_025499
IDS_PROPITEM_TXT_025500	IDS_PROPITEM_TXT_025500
IDS_PROPITEM_TXT_025501	IDS_PROPITEM_TXT_025501
IDS_PROPITEM_TXT_025502	IDS_PROPITEM_TXT_025502
IDS_PROPITEM_TXT_025503	Flame King Meteoneeker Pet
IDS_PROPITEM_TXT_025504	
IDS_PROPITEM_TXT_025505	IDS_PROPITEM_TXT_025505
IDS_PROPITEM_TXT_025506	IDS_PROPITEM_TXT_025506
IDS_PROPITEM_TXT_025507	IDS_PROPITEM_TXT_025507
IDS_PROPITEM_TXT_025508	IDS_PROPITEM_TXT_025508
IDS_PROPITEM_TXT_025509	IDS_PROPITEM_TXT_025509
IDS_PROPITEM_TXT_025510	IDS_PROPITEM_TXT_025510
IDS_PROPITEM_TXT_025511	Flour
IDS_PROPITEM_TXT_025512	
IDS_PROPITEM_TXT_025513	Thanksgiving Sugar
IDS_PROPITEM_TXT_025514	
IDS_PROPITEM_TXT_025515	Cold Water
IDS_PROPITEM_TXT_025516	
IDS_PROPITEM_TXT_025517	IDS_PROPITEM_TXT_025517
IDS_PROPITEM_TXT_025518	IDS_PROPITEM_TXT_025518
IDS_PROPITEM_TXT_025519	IDS_PROPITEM_TXT_025519
IDS_PROPITEM_TXT_025520	IDS_PROPITEM_TXT_025520
IDS_PROPITEM_TXT_025521	IDS_PROPITEM_TXT_025521
IDS_PROPITEM_TXT_025522	IDS_PROPITEM_TXT_025522
IDS_PROPITEM_TXT_025523	IDS_PROPITEM_TXT_025523
IDS_PROPITEM_TXT_025524	IDS_PROPITEM_TXT_025524
IDS_PROPITEM_TXT_025525	IDS_PROPITEM_TXT_025525
IDS_PROPITEM_TXT_025526	IDS_PROPITEM_TXT_025526
IDS_PROPITEM_TXT_025527	IDS_PROPITEM_TXT_025527
IDS_PROPITEM_TXT_025528	IDS_PROPITEM_TXT_025528
IDS_PROPITEM_TXT_025529	IDS_PROPITEM_TXT_025529
IDS_PROPITEM_TXT_025530	IDS_PROPITEM_TXT_025530
IDS_PROPITEM_TXT_025531	IDS_PROPITEM_TXT_025531
IDS_PROPITEM_TXT_025532	IDS_PROPITEM_TXT_025532
IDS_PROPITEM_TXT_025533	IDS_PROPITEM_TXT_025533
IDS_PROPITEM_TXT_025534	IDS_PROPITEM_TXT_025534
IDS_PROPITEM_TXT_025535	IDS_PROPITEM_TXT_025535
IDS_PROPITEM_TXT_025536	IDS_PROPITEM_TXT_025536
IDS_PROPITEM_TXT_025537	IDS_PROPITEM_TXT_025537
IDS_PROPITEM_TXT_025538	IDS_PROPITEM_TXT_025538
IDS_PROPITEM_TXT_025539	IDS_PROPITEM_TXT_025539
IDS_PROPITEM_TXT_025540	IDS_PROPITEM_TXT_025540
IDS_PROPITEM_TXT_025541	IDS_PROPITEM_TXT_025541
IDS_PROPITEM_TXT_025542	IDS_PROPITEM_TXT_025542
IDS_PROPITEM_TXT_025543	IDS_PROPITEM_TXT_025543
IDS_PROPITEM_TXT_025544	IDS_PROPITEM_TXT_025544
IDS_PROPITEM_TXT_025545	IDS_PROPITEM_TXT_025545
IDS_PROPITEM_TXT_025546	IDS_PROPITEM_TXT_025546
IDS_PROPITEM_TXT_025547	IDS_PROPITEM_TXT_025547
IDS_PROPITEM_TXT_025548	IDS_PROPITEM_TXT_025548
IDS_PROPITEM_TXT_025549	IDS_PROPITEM_TXT_025549
IDS_PROPITEM_TXT_025550	IDS_PROPITEM_TXT_025550
IDS_PROPITEM_TXT_025551	IDS_PROPITEM_TXT_025551
IDS_PROPITEM_TXT_025552	IDS_PROPITEM_TXT_025552
IDS_PROPITEM_TXT_025553	IDS_PROPITEM_TXT_025553
IDS_PROPITEM_TXT_025554	IDS_PROPITEM_TXT_025554
IDS_PROPITEM_TXT_025555	IDS_PROPITEM_TXT_025555
IDS_PROPITEM_TXT_025556	IDS_PROPITEM_TXT_025556
IDS_PROPITEM_TXT_025557	IDS_PROPITEM_TXT_025557
IDS_PROPITEM_TXT_025558	IDS_PROPITEM_TXT_025558
IDS_PROPITEM_TXT_025559	IDS_PROPITEM_TXT_025559
IDS_PROPITEM_TXT_025560	IDS_PROPITEM_TXT_025560
IDS_PROPITEM_TXT_025561	IDS_PROPITEM_TXT_025561
IDS_PROPITEM_TXT_025562	IDS_PROPITEM_TXT_025562
IDS_PROPITEM_TXT_025563	IDS_PROPITEM_TXT_025563
IDS_PROPITEM_TXT_025564	IDS_PROPITEM_TXT_025564
IDS_PROPITEM_TXT_025565	IDS_PROPITEM_TXT_025565
IDS_PROPITEM_TXT_025566	IDS_PROPITEM_TXT_025566
IDS_PROPITEM_TXT_025567	IDS_PROPITEM_TXT_025567
IDS_PROPITEM_TXT_025568	IDS_PROPITEM_TXT_025568
IDS_PROPITEM_TXT_025569	IDS_PROPITEM_TXT_025569
IDS_PROPITEM_TXT_025570	IDS_PROPITEM_TXT_025570
IDS_PROPITEM_TXT_025571	Sacred Bead of the Hunter
IDS_PROPITEM_TXT_025572	Increases Attack by 10% and PVE by10%. Note: Buff Duration Counts down while logged off.
IDS_PROPITEM_TXT_025573	Sacred Bead of the Soul Leeching
IDS_PROPITEM_TXT_025574	Increases Soul Leeching by +1. Note: Buff Duration Counts down while logged off.
IDS_PROPITEM_TXT_025575	Sacred Bead of the Witch Hunter
IDS_PROPITEM_TXT_025576	Increases Magical Power by +50 and decreases your Casting Time by 10%. Note: Buff Duration Counts down while logged off.
IDS_PROPITEM_TXT_025577	Sacred Bead of Random Box
IDS_PROPITEM_TXT_025578	Contains the following items: Sacred Bead of the Gladiator, the Guardian, Bubble, Shade's Torment, Iblis, the Hunter, the Soul Leeching ,the Witch Hunter and Unstable Flasks of Warrior, Magician, Acrobat.
IDS_PROPITEM_TXT_025579	1 Jahr-Jubiläum Umhang
IDS_PROPITEM_TXT_025580	Umhang, der neuen/zurückkehrenden Spielern zu schnellem Aufsteigen verhilft
IDS_PROPITEM_TXT_025581	1 Year Anniversary Homecoming Cloak (+500%)
IDS_PROPITEM_TXT_025582	Ein besonderer Umhang um mit rückkehrenden Spielern das 1 Jahres Jubiläums zu feiern. EXP um 500% erhöht.
IDS_PROPITEM_TXT_025583	1 Year Anniversary Homecoming Cloak (+600%)
IDS_PROPITEM_TXT_025584	Ein besonderer Umhang um mit rückkehrenden Spielern das 1 Jahres Jubiläums zu feiern. EXP um 600% erhöht.
IDS_PROPITEM_TXT_025585	1 Year Anniversary Homecoming Cloak (+700%)
IDS_PROPITEM_TXT_025586	Ein besonderer Umhang um mit rückkehrenden Spielern das 1 Jahres Jubiläums zu feiern. EXP um 700% erhöht.
IDS_PROPITEM_TXT_025587	1 Year Anniversary Homecoming Cloak (+1000%)
IDS_PROPITEM_TXT_025588	Ein besonderer Umhang um mit rückkehrenden Spielern das 1 Jahres Jubiläums zu feiern. EXP um 1000% erhöht.
IDS_PROPITEM_TXT_025589	1 Jahr-Jubiläum Anfänger Box (+200%)
IDS_PROPITEM_TXT_025590	Eine besondere Box für neue Spieler anlässlich des einjährigen Jubiläums. Enthält Schriftrollen im Wert von +200% extra EXP.
IDS_PROPITEM_TXT_025591	1 Jahr-Jubliäum Heimkehr Box (+400%)
IDS_PROPITEM_TXT_025592	Eine besondere Box für zurückkehrende Spieler anlässlich des einjährigen Jubiläums. Enthält Schriftrollen im Wert von +400% extra EXP.
IDS_PROPITEM_TXT_025593	1 Jahr-Jubiläum Heimkehr Box (+600%)
IDS_PROPITEM_TXT_025594	Eine besondere Box für zurückkehrende Spieler anlässlich des einjährigen Jubiläums. Enthält Schriftrollen im Wert von +600% extra EXP.
IDS_PROPITEM_TXT_025595	1 Jahr-Jubiläum Heimkehr Box (+800%)
IDS_PROPITEM_TXT_025596	Eine besondere Box für zurückkehrende Spieler anlässlich des einjährigen Jubiläums. Enthält Schriftrollen im Wert von +800% extra EXP.
IDS_PROPITEM_TXT_025597	1 Jahr-Jubiläum Heimkehr Box (+1000%)
IDS_PROPITEM_TXT_025598	Eine besondere Box für zurückkehrende Spieler anlässlich des einjährigen Jubiläums. Enthält Schriftrollen im Wert von +1000% extra EXP.
IDS_PROPITEM_TXT_025599	Fancy 1 Year Anniversary Cake
IDS_PROPITEM_TXT_025600	Erhöht für einen Tag kritischen Schaden um 20%, ATK um 20%, HP um 20% und DEF um 20%. 
IDS_PROPITEM_TXT_025601	Pink 1 Year Anniversary Cake
IDS_PROPITEM_TXT_025602	Besonderer Buff zur Feier des einjährigen Jubiläums. Erhöht kritischen Schaden für zwei Stunden um 20%. 
IDS_PROPITEM_TXT_025603	Blue 1 Year Anniversary Cake
IDS_PROPITEM_TXT_025604	Besonderer Buff zur Feier des einjährigen Jubiläums. Erhöht für zwei Stunden ATK um 20%. 
IDS_PROPITEM_TXT_025605	Green 1 Year Anniversary Cake
IDS_PROPITEM_TXT_025606	Besonderer Buff zur Feier des einjährigen Jubiläums. Erhöht für zwei Stunden HP um 20%. 
IDS_PROPITEM_TXT_025607	Yellow 1 Year Anniversary Cake
IDS_PROPITEM_TXT_025608	Besonderer Buff zur Feier des einjährigen Jubiläums. Erhöht für zwei Stunden DEF um 20%. 
IDS_PROPITEM_TXT_025609	1 Year Anniversary Attendance Box
IDS_PROPITEM_TXT_025610	Eine besondere Box, die Mode Items wie Hüte, Brillen und Schicken 1 Jahr-Jubiläum Kuchen enthält. 
IDS_PROPITEM_TXT_025611	1 Jahr-Jubiläum Buchstabe - 1
IDS_PROPITEM_TXT_025612	Sammelt die Buchstaben und tauscht sie gegen verschiedene Items beim 1 Jahr-Jubiläum NPC in Flaris ein.
IDS_PROPITEM_TXT_025613	1 Jahr-Jubiläum Buchstabe - S
IDS_PROPITEM_TXT_025614	Sammelt die Buchstaben und tauscht sie gegen verschiedene Items beim 1 Jahr-Jubiläum NPC in Flaris ein.
IDS_PROPITEM_TXT_025615	1 Jahr-Jubiläum Buchstabe - T
IDS_PROPITEM_TXT_025616	Sammelt die Buchstaben und tauscht sie gegen verschiedene Items beim 1 Jahr-Jubiläum NPC in Flaris ein.
IDS_PROPITEM_TXT_025617	1 Jahr-Jubiläum Buchstabe - B
IDS_PROPITEM_TXT_025618	Sammelt die Buchstaben und tauscht sie gegen verschiedene Items beim 1 Jahr-Jubiläum NPC in Flaris ein.
IDS_PROPITEM_TXT_025619	1 Jahr-Jubiläum Buchstabe - I
IDS_PROPITEM_TXT_025620	Sammelt die Buchstaben und tauscht sie gegen verschiedene Items beim 1 Jahr-Jubiläum NPC in Flaris ein.
IDS_PROPITEM_TXT_025621	1 Jahr-Jubiläum Buchstabe - R
IDS_PROPITEM_TXT_025622	Sammelt die Buchstaben und tauscht sie gegen verschiedene Items beim 1 Jahr-Jubiläum NPC in Flaris ein.
IDS_PROPITEM_TXT_025623	1 Jahr-Jubiläum Buchstabe - H
IDS_PROPITEM_TXT_025624	Sammelt die Buchstaben und tauscht sie gegen verschiedene Items beim 1 Jahr-Jubiläum NPC in Flaris ein.
IDS_PROPITEM_TXT_025625	1 Jahr-Jubiläum Buchstabe - D
IDS_PROPITEM_TXT_025626	Sammelt die Buchstaben und tauscht sie gegen verschiedene Items beim 1 Jahr-Jubiläum NPC in Flaris ein.
IDS_PROPITEM_TXT_025627	1 Jahr-Jubiläum Buchstabe - A
IDS_PROPITEM_TXT_025628	Sammelt die Buchstaben und tauscht sie gegen verschiedene Items beim 1 Jahr-Jubiläum NPC in Flaris ein.
IDS_PROPITEM_TXT_025629	1 Jahr-Jubiläum Buchstabe - Y
IDS_PROPITEM_TXT_025630	Sammelt die Buchstaben und tauscht sie gegen verschiedene Items beim 1 Jahr-Jubiläum NPC in Flaris ein.
IDS_PROPITEM_TXT_025631	1 Jahr-Jubiläums Box - 1.
IDS_PROPITEM_TXT_025632	Ihr könnt bei Gebrauch 1 zufällige Piercing Karte erhalten. 
IDS_PROPITEM_TXT_025633	1 Jahr-Jubiläums Box - Geburts
IDS_PROPITEM_TXT_025634	Ihr könnt bei Gebrauch 1 zufälliges Buff Item erhalten. 
IDS_PROPITEM_TXT_025635	1 Jahr-Jubiläums Box - tag
IDS_PROPITEM_TXT_025636	Ihr könnt bei Gebrauch 1 zufälliges funktionales Item erhalten. 
IDS_PROPITEM_TXT_025637	1 Jahr-Jubiläums Box - 1. Geburtstag Box
IDS_PROPITEM_TXT_025638	Ein Item, das ein zufälliges seltenes Item wie Upgrade Scrolls, Absolute Scrolls, Class A Begleiter, etc. enthält. 
IDS_PROPITEM_TXT_025639	1 Year Anniversary Ticket
IDS_PROPITEM_TXT_025640	Beim 1 Jahr-Jubiläum Event NPC in Flaris gegen besondere Geschenke eintauschen. #Nur einmal täglich eintauschbar / NICHT RÜCKERSTATTBAR
IDS_PROPITEM_TXT_025641	1 Year Anniversary Special Gift
IDS_PROPITEM_TXT_025642	Ein besonderes Geschenkitem um das 1 Jahres Jubiläum zu feiern. Möglich, verschiedene Cash Shop Items zu erhalten.
IDS_PROPITEM_TXT_025643	Scroll of CProtect Event Box
IDS_PROPITEM_TXT_025644	
IDS_PROPITEM_TXT_025645	Scroll of AProtect Event Box
IDS_PROPITEM_TXT_025646	
IDS_PROPITEM_TXT_025647	Scroll of SProtect Event Box
IDS_PROPITEM_TXT_025648	
IDS_PROPITEM_TXT_025649	Scroll of GProtect Event Box
IDS_PROPITEM_TXT_025650	
IDS_PROPITEM_TXT_025651	Scroll of XProtect Event Box
IDS_PROPITEM_TXT_025652	
IDS_PROPITEM_TXT_025653	Change Awakening Scroll Event Box
IDS_PROPITEM_TXT_025654	
IDS_PROPITEM_TXT_025655	Scroll of Cancel Awakening Event Box
IDS_PROPITEM_TXT_025656	
IDS_PROPITEM_TXT_025657	Blessed Baruna Grace Event Box
IDS_PROPITEM_TXT_025658	
IDS_PROPITEM_TXT_025659	Ultimate Blessing of Baruna Event Box
IDS_PROPITEM_TXT_025660	
IDS_PROPITEM_TXT_025661	Blessing of the Goddess Event Box
IDS_PROPITEM_TXT_025662	
IDS_PROPITEM_TXT_025663	Scroll of Gem Cancel Event Box
IDS_PROPITEM_TXT_025664	
IDS_PROPITEM_TXT_025665	Scroll of FProtect Event Box
IDS_PROPITEM_TXT_025666	
IDS_PROPITEM_TXT_025667	Baruna Oblivion Event Box
IDS_PROPITEM_TXT_025668	
IDS_PROPITEM_TXT_025669	1 Jahr-Jubiläum - Lucky Ring Box
IDS_PROPITEM_TXT_025670	Ihr könnt zufällig einen der Ringe der vorherigen Weihnachts-Events erhalten.
IDS_PROPITEM_TXT_025671	1 Jahr-Jubiläum - Lucky Earring Box
IDS_PROPITEM_TXT_025672	Ihr könnt zufällig einen der Ohrringe der vorherigen Weihnachts-Events erhalten.
IDS_PROPITEM_TXT_025673	1 Jahr-Jubiläum - Lucky Necklace Box
IDS_PROPITEM_TXT_025674	Ihr könnt zufällig einen der Ketten der vorherigen Weihnachts-Events erhalten.
IDS_PROPITEM_TXT_025675	IDS_PROPITEM_TXT_025675
IDS_PROPITEM_TXT_025676	IDS_PROPITEM_TXT_025676
IDS_PROPITEM_TXT_025677	IDS_PROPITEM_TXT_025677
IDS_PROPITEM_TXT_025678	IDS_PROPITEM_TXT_025678
IDS_PROPITEM_TXT_025679	IDS_PROPITEM_TXT_025679
IDS_PROPITEM_TXT_025680	IDS_PROPITEM_TXT_025680
IDS_PROPITEM_TXT_025681	IDS_PROPITEM_TXT_025681
IDS_PROPITEM_TXT_025682	IDS_PROPITEM_TXT_025682
IDS_PROPITEM_TXT_025683	IDS_PROPITEM_TXT_025683
IDS_PROPITEM_TXT_025684	IDS_PROPITEM_TXT_025684
IDS_PROPITEM_TXT_025685	IDS_PROPITEM_TXT_025685
IDS_PROPITEM_TXT_025686	IDS_PROPITEM_TXT_025686
IDS_PROPITEM_TXT_025687	IDS_PROPITEM_TXT_025687
IDS_PROPITEM_TXT_025688	IDS_PROPITEM_TXT_025688
IDS_PROPITEM_TXT_025689	IDS_PROPITEM_TXT_025689
IDS_PROPITEM_TXT_025690	IDS_PROPITEM_TXT_025690
IDS_PROPITEM_TXT_025691	IDS_PROPITEM_TXT_025691
IDS_PROPITEM_TXT_025692	IDS_PROPITEM_TXT_025692
IDS_PROPITEM_TXT_025693	IDS_PROPITEM_TXT_025693
IDS_PROPITEM_TXT_025694	IDS_PROPITEM_TXT_025694
IDS_PROPITEM_TXT_025695	IDS_PROPITEM_TXT_025695
IDS_PROPITEM_TXT_025696	IDS_PROPITEM_TXT_025696
IDS_PROPITEM_TXT_025697	IDS_PROPITEM_TXT_025697
IDS_PROPITEM_TXT_025698	IDS_PROPITEM_TXT_025698
IDS_PROPITEM_TXT_025699	IDS_PROPITEM_TXT_025699
IDS_PROPITEM_TXT_025700	IDS_PROPITEM_TXT_025700
IDS_PROPITEM_TXT_025701	IDS_PROPITEM_TXT_025701
IDS_PROPITEM_TXT_025702	IDS_PROPITEM_TXT_025702
IDS_PROPITEM_TXT_025703	IDS_PROPITEM_TXT_025703
IDS_PROPITEM_TXT_025704	IDS_PROPITEM_TXT_025704
IDS_PROPITEM_TXT_025705	IDS_PROPITEM_TXT_025705
IDS_PROPITEM_TXT_025706	IDS_PROPITEM_TXT_025706
IDS_PROPITEM_TXT_025707	Majestic Bileire Helmet (M)
IDS_PROPITEM_TXT_025708	
IDS_PROPITEM_TXT_025709	Majestic Bileire Suit (M)
IDS_PROPITEM_TXT_025710	
IDS_PROPITEM_TXT_025711	Majestic Bileire Gauntlets (M)
IDS_PROPITEM_TXT_025712	
IDS_PROPITEM_TXT_025713	Majestic Bileire Boots (M)
IDS_PROPITEM_TXT_025714	
IDS_PROPITEM_TXT_025715	Majestic Bilari Set (M)
IDS_PROPITEM_TXT_025716	
IDS_PROPITEM_TXT_025717	Majestic Bilari Helmet (F)
IDS_PROPITEM_TXT_025718	
IDS_PROPITEM_TXT_025719	Majestic Bilari Suit (F)
IDS_PROPITEM_TXT_025720	
IDS_PROPITEM_TXT_025721	Majestic Bilari Gauntlets (F)
IDS_PROPITEM_TXT_025722	
IDS_PROPITEM_TXT_025723	Majestic Bilari Boots (F)
IDS_PROPITEM_TXT_025724	
IDS_PROPITEM_TXT_025725	Majestic Bilari Set (F)
IDS_PROPITEM_TXT_025726	
IDS_PROPITEM_TXT_025727	Mung Bean
IDS_PROPITEM_TXT_025728	
IDS_PROPITEM_TXT_025729	Egg Yolk
IDS_PROPITEM_TXT_025730	
IDS_PROPITEM_TXT_025731	Red Bean
IDS_PROPITEM_TXT_025732	
IDS_PROPITEM_TXT_025733	Moon Piece
IDS_PROPITEM_TXT_025734	
IDS_PROPITEM_TXT_025735	Moon Essence
IDS_PROPITEM_TXT_025736	
IDS_PROPITEM_TXT_025737	Mung Bean Cake
IDS_PROPITEM_TXT_025738	Bei Nutzung für 10 Minuten zusätzlicher ANG +5%
IDS_PROPITEM_TXT_025739	Red Bean Cake
IDS_PROPITEM_TXT_025740	Bei Nutzung für 10 Minuten alle Stats +10.
IDS_PROPITEM_TXT_025741	Egg Cake
IDS_PROPITEM_TXT_025742	Bei Nutzung für 10 Minuten kritische Chance +5%.
IDS_PROPITEM_TXT_025743	Maple Syrup
IDS_PROPITEM_TXT_025744	Bei Nutzung für 20 Minuten Zauberzeitverringerung +10%, Angriffsgeschwindigkeit +10%.
IDS_PROPITEM_TXT_025745	Wine
IDS_PROPITEM_TXT_025746	Bei Nutzung für 20 Minuten PVE Schaden +10%, kritischer Schaden +10%.
IDS_PROPITEM_TXT_025747	Autumn Fruit Basket
IDS_PROPITEM_TXT_025748	Bei Nutzung für 20 Minuten Verteidigung +10%, Max MP +10%, Max HP +10%.
IDS_PROPITEM_TXT_025749	2021 Red Bead
IDS_PROPITEM_TXT_025750	
IDS_PROPITEM_TXT_025751	2021 Orange Bead
IDS_PROPITEM_TXT_025752	
IDS_PROPITEM_TXT_025753	Enhanced Black Cat Mask
IDS_PROPITEM_TXT_025754	
IDS_PROPITEM_TXT_025755	2021 Lunar Demon Horns (M)
IDS_PROPITEM_TXT_025756	
IDS_PROPITEM_TXT_025757	2021 Lunar Demon Suit (M)
IDS_PROPITEM_TXT_025758	
IDS_PROPITEM_TXT_025759	2021 Lunar Demon Gloves (M)
IDS_PROPITEM_TXT_025760	
IDS_PROPITEM_TXT_025761	2021 Lunar Demon Shoes (M)
IDS_PROPITEM_TXT_025762	
IDS_PROPITEM_TXT_025763	2021 Lunar Demon Box (M)
IDS_PROPITEM_TXT_025764	
IDS_PROPITEM_TXT_025765	2021 Lunar Demon Horns (F)
IDS_PROPITEM_TXT_025766	
IDS_PROPITEM_TXT_025767	2021 Lunar Demon Suit (F)
IDS_PROPITEM_TXT_025768	
IDS_PROPITEM_TXT_025769	2021 Lunar Demon Gloves (F)
IDS_PROPITEM_TXT_025770	
